Date,Accts Payable,Rate of Change (%)
2021-08-13,13295.307692307691,0.04771371111786937
2021-08-14,13301.648351648351,0.04769095599290729
2021-08-15,13307.989010989011,0.04766822256185854
2021-08-16,13314.329670329671,0.0476455107937257
2021-08-17,13320.670329670329,0.04762282065755574
2021-08-18,13327.010989010989,0.04760015212250668
2021-08-19,13333.351648351649,0.0475775051576699
2021-08-20,13339.692307692309,0.047554879732314426
2021-08-21,13346.032967032967,0.04753227581570929
2021-08-22,13352.373626373626,0.047509693377212336
2021-08-23,13358.714285714286,0.04748713238622582
2021-08-24,13365.054945054944,0.04746459281219639
2021-08-25,13371.395604395604,0.04744207462465955
2021-08-26,13377.736263736264,0.04741957779317296
2021-08-27,13384.076923076924,0.04739710228738314
2021-08-28,13390.417582417582,0.04737464807695879
2021-08-29,13396.758241758242,0.04735221513170185
2021-08-30,13403.098901098901,0.04732980342136983
2021-08-31,13409.439560439561,0.04730741291583129
2021-09-01,13415.78021978022,0.04728504358499919
2021-09-02,13422.12087912088,0.04726269539889749
2021-09-03,13428.461538461539,0.04724036832750578
2021-09-04,13434.802197802197,0.04721806234093684
2021-09-05,13441.142857142857,0.04719577740934788
2021-09-06,13447.483516483517,0.04717351350291832
2021-09-07,13453.824175824177,0.04715127059191637
2021-09-08,13460.164835164835,0.047129048646632477
2021-09-09,13466.505494505494,0.047106847637512494
2021-09-10,13472.846153846154,0.04708466753491347
2021-09-11,13479.186813186812,0.047062508309347884
2021-09-12,13485.527472527472,0.04704036993135041
2021-09-13,13491.868131868132,0.04701825237150015
2021-09-14,13498.208791208792,0.04699615560044279
2021-09-15,13504.54945054945,0.04697407958889066
2021-09-16,13510.89010989011,0.04695202430764489
2021-09-17,13517.23076923077,0.04692998972746221
2021-09-18,13523.57142857143,0.04690797581923256
2021-09-19,13529.912087912087,0.046885982553845906
2021-09-20,13536.252747252747,0.04686400990236983
2021-09-21,13542.593406593407,0.04684205783573869
2021-09-22,13548.934065934065,0.04682012632506449
2021-09-23,13555.274725274725,0.046798215341548044
2021-09-24,13561.615384615385,0.04677632485630134
2021-09-25,13567.956043956045,0.04675445484063623
2021-09-26,13574.296703296703,0.04673260526579792
2021-09-27,13580.637362637362,0.04671077610318708
2021-09-28,13586.978021978022,0.046688967324204356
2021-09-29,13593.318681318682,0.046667178900294815
2021-09-30,13599.65934065934,0.04664541080297013
2021-10-01,13606.0,0.04662366300385301
2021-10-02,13620.65934065934,0.107741736434952
2021-10-03,13635.318681318682,0.10762577855230049
2021-10-04,13649.978021978022,0.10751007000242563
2021-10-05,13664.637362637362,0.10739460998205885
2021-10-06,13679.296703296703,0.10727939769132888
2021-10-07,13693.956043956045,0.10716443233378392
2021-10-08,13708.615384615385,0.10704971311639166
2021-10-09,13723.274725274725,0.1069352392495615
2021-10-10,13737.934065934065,0.10682100994701127
2021-10-11,13752.593406593407,0.10670702442583391
2021-10-12,13767.252747252747,0.10659328190647521
2021-10-13,13781.912087912087,0.10647978161266725
2021-10-14,13796.57142857143,0.10636652277153935
2021-10-15,13811.23076923077,0.1062535046133517
2021-10-16,13825.89010989011,0.10614072637173955
2021-10-17,13840.54945054945,0.1060281872836022
2021-10-18,13855.208791208792,0.10591588658903639
2021-10-19,13869.868131868132,0.10580382353126971
2021-10-20,13884.527472527472,0.10569199735690482
2021-10-21,13899.186813186814,0.10558040731560858
2021-10-22,13913.846153846154,0.1054690526602009
2021-10-23,13928.505494505494,0.10535793264674354
2021-10-24,13943.164835164835,0.10524704653434025
2021-10-25,13957.824175824177,0.10513639358527005
2021-10-26,13972.483516483517,0.10502597306485395
2021-10-27,13987.142857142857,0.1049157842415438
2021-10-28,14001.802197802197,0.10480582638685565
2021-10-29,14016.461538461539,0.10469609877536978
2021-10-30,14031.12087912088,0.10458660068459746
2021-10-31,14045.78021978022,0.10447733139520299
2021-11-01,14060.439560439561,0.10436829019080385
2021-11-02,14075.098901098901,0.10425947635794852
2021-11-03,14089.758241758242,0.10415088918627191
2021-11-04,14104.417582417582,0.10404252796825109
2021-11-05,14119.076923076924,0.10393439199940513
2021-11-06,14133.736263736264,0.10382648057807309
2021-11-07,14148.395604395604,0.10371879300559161
2021-11-08,14163.054945054944,0.10361132858616173
2021-11-09,14177.714285714286,0.10350408662687105
2021-11-10,14192.373626373626,0.10339706643764934
2021-11-11,14207.032967032967,0.10329026733131297
2021-11-12,14221.692307692309,0.10318368862349825
2021-11-13,14236.351648351649,0.10307732963263927
2021-11-14,14251.010989010989,0.10297118968003449
2021-11-15,14265.670329670329,0.10286526808971352
2021-11-16,14280.329670329671,0.10275956418852594
2021-11-17,14294.989010989011,0.10265407730605247
2021-11-18,14309.648351648351,0.1025488067746716
2021-11-19,14324.307692307691,0.10244375192944855
2021-11-20,14338.967032967033,0.1023389121082241
2021-11-21,14353.626373626374,0.10223428665145917
2021-11-22,14368.285714285714,0.10212987490239023
2021-11-23,14382.945054945056,0.10202567620691827
2021-11-24,14397.604395604396,0.10192168991356443
2021-11-25,14412.263736263736,0.10181791537358098
2021-11-26,14426.923076923076,0.10171435194079592
2021-11-27,14441.582417582418,0.10161099897170178
2021-11-28,14456.241758241758,0.10150785582536681
2021-11-29,14470.901098901099,0.10140492186347938
2021-11-30,14485.560439560439,0.10130219645032579
2021-12-01,14500.21978021978,0.10119967895274584
2021-12-02,14514.87912087912,0.10109736874015507
2021-12-03,14529.538461538461,0.1009952651845003
2021-12-04,14544.197802197803,0.1008933676602819
2021-12-05,14558.857142857143,0.10079167554448709
2021-12-06,14573.516483516483,0.10069018821667886
2021-12-07,14588.175824175823,0.10058890505884044
2021-12-08,14602.835164835165,0.1004878254555086
2021-12-09,14617.494505494506,0.1003869487936182
2021-12-10,14632.153846153846,0.10028627446263538
2021-12-11,14646.813186813186,0.10018580185440218
2021-12-12,14661.472527472528,0.10008553036329193
2021-12-13,14676.131868131868,0.09998545938596504
2021-12-14,14690.791208791208,0.0998855883216132
2021-12-15,14705.45054945055,0.09978591657180402
2021-12-16,14720.10989010989,0.09968644354041434
2021-12-17,14734.76923076923,0.09958716863376349
2021-12-18,14749.42857142857,0.0994880912605467
2021-12-19,14764.087912087913,0.09938921083179064
2021-12-20,14778.747252747253,0.09929052676080907
2021-12-21,14793.406593406593,0.09919203846331381
2021-12-22,14808.065934065933,0.09909374535730375
2021-12-23,14822.725274725275,0.09899564686308704
2021-12-24,14837.384615384615,0.09889774240325888
2021-12-25,14852.043956043955,0.09880003140270155
2021-12-26,14866.703296703297,0.09870251328858437
2021-12-27,14881.362637362638,0.09860518749029712
2021-12-28,14896.021978021978,0.09850805343951663
2021-12-29,14910.681318681318,0.09841111057011798
2021-12-30,14925.34065934066,0.0983143583182633
2021-12-31,14940.0,0.09821779612222414
2022-01-01,14930.0,-0.0669344042838027
2022-01-02,14920.0,-0.06697923643670389
2022-01-03,14910.0,-0.06702412868632157
2022-01-04,14900.0,-0.06706908115359234
2022-01-05,14890.0,-0.06711409395973034
2022-01-06,14880.0,-0.0671591672263272
2022-01-07,14870.0,-0.06720430107527431
2022-01-08,14860.0,-0.06724949562878502
2022-01-09,14850.0,-0.06729475100941684
2022-01-10,14840.0,-0.06734006734007147
2022-01-11,14830.0,-0.06738544474393926
2022-01-12,14820.0,-0.06743088334457692
2022-01-13,14810.0,-0.06747638326585204
2022-01-14,14800.0,-0.06752194463200967
2022-01-15,14790.0,-0.06756756756757243
2022-01-16,14780.0,-0.06761325219742931
2022-01-17,14770.0,-0.06765899864682456
2022-01-18,14760.0,-0.06770480704130222
2022-01-19,14750.0,-0.06775067750677266
2022-01-20,14740.0,-0.06779661016949046
2022-01-21,14730.0,-0.06784260515604323
2022-01-22,14720.0,-0.06788866259335169
2022-01-23,14710.0,-0.06793478260869179
2022-01-24,14700.0,-0.06798096532970588
2022-01-25,14690.0,-0.06802721088435826
2022-01-26,14680.0,-0.0680735194009574
2022-01-27,14670.0,-0.06811989100817817
2022-01-28,14660.0,-0.06816632583503957
2022-01-29,14650.0,-0.06821282401091588
2022-01-30,14640.0,-0.06825938566552558
2022-01-31,14630.0,-0.0683060109289646
2022-02-01,14620.0,-0.06835269993165083
2022-02-02,14610.0,-0.06839945280437965
2022-02-03,14600.0,-0.0684462696783017
2022-02-04,14590.0,-0.068493150684934
2022-02-05,14580.0,-0.06854009595613775
2022-02-06,14570.0,-0.0685871056241405
2022-02-07,14560.0,-0.06863417982154729
2022-02-08,14550.0,-0.06868131868131844
2022-02-09,14540.0,-0.06872852233676952
2022-02-10,14530.0,-0.06877579092159358
2022-02-11,14520.0,-0.06882312456985007
2022-02-12,14510.0,-0.06887052341597588
2022-02-13,14500.0,-0.0689179875947632
2022-02-14,14490.0,-0.06896551724138167
2022-02-15,14480.0,-0.06901311249137843
2022-02-16,14470.0,-0.06906077348066697
2022-02-17,14460.0,-0.06910850034553828
2022-02-18,14450.0,-0.06915629322268302
2022-02-19,14440.0,-0.06920415224913601
2022-02-20,14430.0,-0.06925207756233176
2022-02-21,14420.0,-0.06930006930007115
2022-02-22,14410.0,-0.06934812760055475
2022-02-23,14400.0,-0.0693962526023606
2022-02-24,14390.0,-0.0694444444444442
2022-02-25,14380.0,-0.06949270326616075
2022-02-26,14370.0,-0.06954102920723182
2022-02-27,14360.0,-0.06958942240778976
2022-02-28,14350.0,-0.0696378830083555
2022-03-01,14340.0,-0.06968641114982743
2022-03-02,14330.0,-0.06973500697350365
2022-03-03,14320.0,-0.06978367062107083
2022-03-04,14310.0,-0.06983240223463749
2022-03-05,14300.0,-0.06988120195667857
2022-03-06,14290.0,-0.06993006993006867
2022-03-07,14280.0,-0.06997900629811538
2022-03-08,14270.0,-0.07002801120448154
2022-03-09,14260.0,-0.07007708479327412
2022-03-10,14250.0,-0.07012622720897754
2022-03-11,14240.0,-0.070175438596487
2022-03-12,14230.0,-0.0702247191011196
2022-03-13,14220.0,-0.07027406886859211
2022-03-14,14210.0,-0.07032348804500987
2022-03-15,14200.0,-0.07037297677692234
2022-03-16,14190.0,-0.07042253521126751
2022-03-17,14180.0,-0.0704721634954164
2022-03-18,14170.0,-0.07052186177715081
2022-03-19,14160.0,-0.07057163020465218
2022-03-20,14150.0,-0.07062146892655718
2022-03-21,14140.0,-0.07067137809186885
2022-03-22,14130.0,-0.07072135785006761
2022-03-23,14120.0,-0.07077140835102247
2022-03-24,14110.0,-0.07082152974504652
2022-03-25,14100.0,-0.07087172218285254
2022-03-26,14090.0,-0.07092198581559739
2022-03-27,14080.0,-0.07097232079489313
2022-03-28,14070.0,-0.07102272727272929
2022-03-29,14060.0,-0.0710732054015617
2022-03-30,14050.0,-0.07112375533427917
2022-03-31,14040.0,-0.0711743772242035
2022-04-01,14030.0,-0.07122507122506727
2022-04-02,14042.42857142857,0.08858568373892872
2022-04-03,14054.857142857143,0.08850727896070332
2022-04-04,14067.285714285714,0.08842901284760174
2022-04-05,14079.714285714286,0.08835088503214017
2022-04-06,14092.142857142857,0.08827289514803383
2022-04-07,14104.57142857143,0.0881950428303524
2022-04-08,14117.0,0.08811732771543124
2022-04-09,14129.42857142857,0.08803974944089354
2022-04-10,14141.857142857143,0.08796230764565038
2022-04-11,14154.285714285714,0.08788500196983406
2022-04-12,14166.714285714286,0.08780783205490916
2022-04-13,14179.142857142857,0.0877307975435393
2022-04-14,14191.57142857143,0.08765389807967594
2022-04-15,14204.0,0.08757713330849182
2022-04-16,14216.42857142857,0.0875005028764475
2022-04-17,14228.857142857143,0.08742400643120263
2022-04-18,14241.285714285714,0.08734764362161584
2022-04-19,14253.714285714286,0.08727141409785588
2022-04-20,14266.142857142857,0.08719531751122389
2022-04-21,14278.57142857143,0.08711935351433109
2022-04-22,14291.0,0.08704352176087671
2022-04-23,14303.42857142857,0.08696782190589225
2022-04-24,14315.857142857143,0.08689225360554165
2022-04-25,14328.285714285714,0.08681681651714346
2022-04-26,14340.714285714286,0.08674151029932631
2022-04-27,14353.142857142857,0.08666633461174023
2022-04-28,14365.57142857143,0.08659128911538971
2022-04-29,14378.0,0.08651637347227847
2022-04-30,14390.42857142857,0.08644158734574248
2022-05-01,14402.857142857143,0.0863669304001835
2022-05-02,14415.285714285714,0.08629240230113577
2022-05-03,14427.714285714286,0.08621800271537694
2022-05-04,14440.142857142857,0.08614373131077269
2022-05-05,14452.57142857143,0.08606958775636553
2022-05-06,14465.0,0.085995571722286
2022-05-07,14477.42857142857,0.08592168287984148
2022-05-08,14489.857142857143,0.08584792090151616
2022-05-09,14502.285714285714,0.08577428546077126
2022-05-10,14514.714285714286,0.08570077623233363
2022-05-11,14527.142857142857,0.08562739289192933
2022-05-12,14539.57142857143,0.08555413511652787
2022-05-13,14552.0,0.08548100258407576
2022-05-14,14564.42857142857,0.08540799497367413
2022-05-15,14576.857142857143,0.08533511196555654
2022-05-16,14589.285714285714,0.08526235324093356
2022-05-17,14601.714285714286,0.0851897184822592
2022-05-18,14614.142857142857,0.08511720737289785
2022-05-19,14626.57142857143,0.08504481959745736
2022-05-20,14639.0,0.08497255484147814
2022-05-21,14651.42857142857,0.08490041279165528
2022-05-22,14663.857142857143,0.08482839313572743
2022-05-23,14676.285714285714,0.08475649556245468
2022-05-24,14688.714285714286,0.08468471976172953
2022-05-25,14701.142857142857,0.08461306542437708
2022-05-26,14713.57142857143,0.08454153224239924
2022-05-27,14726.0,0.08447011990873055
2022-05-28,14738.42857142857,0.08439882811741573
2022-05-29,14750.857142857143,0.08432765656349872
2022-05-30,14763.285714285714,0.08425660494304488
2022-05-31,14775.714285714286,0.08418567295318535
2022-06-01,14788.142857142857,0.0841148602919839
2022-06-02,14800.57142857143,0.08404416665861447
2022-06-03,14813.0,0.08397359175320585
2022-06-04,14825.42857142857,0.08390313527693039
2022-06-05,14837.857142857143,0.08383279693191525
2022-06-06,14850.285714285714,0.08376257642130902
2022-06-07,14862.714285714286,0.08369247344928166
2022-06-08,14875.142857142857,0.08362248772093572
2022-06-09,14887.57142857143,0.0835526189424396
2022-06-10,14900.0,0.08348286682082762
2022-06-11,14912.42857142857,0.08341323106422216
2022-06-12,14924.857142857143,0.08334371138170038
2022-06-13,14937.285714285714,0.08327430748320541
2022-06-14,14949.714285714286,0.0832050190797684
2022-06-15,14962.142857142857,0.0831358458833309
2022-06-16,14974.57142857143,0.08306678760683361
2022-06-17,14987.0,0.08299784396403886
2022-06-18,14999.42857142857,0.08292901466984137
2022-06-19,15011.857142857143,0.08286029943997963
2022-06-20,15024.285714285714,0.08279169799110253
2022-06-21,15036.714285714286,0.08272321004090255
2022-06-22,15049.142857142857,0.08265483530784934
2022-06-23,15061.57142857143,0.08258657351154497
2022-06-24,15074.0,0.08251842437232426
2022-06-25,15086.428571428572,0.08245038761161005
2022-06-26,15098.857142857143,0.08238246295155793
2022-06-27,15111.285714285714,0.08231465011543371
2022-06-28,15123.714285714286,0.08224694882728034
2022-06-29,15136.142857142857,0.08217935881207339
2022-06-30,15148.57142857143,0.0821118797957654
2022-07-01,15161.0,0.08204451150508607
2022-07-02,15165.78021978022,0.03152971294915208
2022-07-03,15170.560439560439,0.031519774854604776
2022-07-04,15175.34065934066,0.0315098430230476
2022-07-05,15180.12087912088,0.03149991744848535
2022-07-06,15184.901098901099,0.031489998125078245
2022-07-07,15189.681318681318,0.031480085046875494
2022-07-08,15194.461538461539,0.031470178208037325
2022-07-09,15199.241758241758,0.031460277602590736
2022-07-10,15204.021978021978,0.03145038322471816
2022-07-11,15208.802197802197,0.03144049506853541
2022-07-12,15213.582417582418,0.03143061312818052
2022-07-13,15218.362637362638,0.03142073739774709
2022-07-14,15223.142857142857,0.03141086787143976
2022-07-15,15227.923076923076,0.03140100454339656
2022-07-16,15232.703296703297,0.03139114740777771
2022-07-17,15237.483516483517,0.031381296458743435
2022-07-18,15242.263736263736,0.03137145169047617
2022-07-19,15247.043956043955,0.03136161309718055
2022-07-20,15251.824175824177,0.03135178067303901
2022-07-21,15256.604395604396,0.031341954412233974
2022-07-22,15261.384615384615,0.03133213430897008
2022-07-23,15266.164835164835,0.03132232035749638
2022-07-24,15270.945054945056,0.0313125125520175
2022-07-25,15275.725274725275,0.03130271088671588
2022-07-26,15280.505494505494,0.03129291535590717
2022-07-27,15285.285714285714,0.031283125953773805
2022-07-28,15290.065934065935,0.03127334267460924
2022-07-29,15294.846153846154,0.03126356551261811
2022-07-30,15299.626373626374,0.03125379446211607
2022-07-31,15304.406593406593,0.031244029517352168
2022-08-01,15309.186813186814,0.031234270672597653
2022-08-02,15313.967032967033,0.031224517922145978
2022-08-03,15318.747252747253,0.0312147712603128
2022-08-04,15323.527472527472,0.031205030681347168
2022-08-05,15328.307692307691,0.031195296179609144
2022-08-06,15333.087912087913,0.031185567749392185
2022-08-07,15337.868131868132,0.031175845385011947
2022-08-08,15342.648351648351,0.03116612908078409
2022-08-09,15347.42857142857,0.031156418831090882
2022-08-10,15352.208791208792,0.03114671463022578
2022-08-11,15356.989010989011,0.03113701647254885
2022-08-12,15361.76923076923,0.031127324352442365
2022-08-13,15366.54945054945,0.031117638264244185
2022-08-14,15371.329670329671,0.031107958202358788
2022-08-15,15376.10989010989,0.03109828416110183
2022-08-16,15380.89010989011,0.031088616134922198
2022-08-17,15385.670329670329,0.031078954118179958
2022-08-18,15390.45054945055,0.031069298105279586
2022-08-19,15395.23076923077,0.031059648090603353
2022-08-20,15400.010989010989,0.03105000406862235
2022-08-21,15404.791208791208,0.031040366033696642
2022-08-22,15409.57142857143,0.03103073398029732
2022-08-23,15414.351648351649,0.03102110790282886
2022-08-24,15419.131868131868,0.031011487795740145
2022-08-25,15423.912087912087,0.031001873653457857
2022-08-26,15428.692307692309,0.030992265470497493
2022-08-27,15433.472527472528,0.030982663241241326
2022-08-28,15438.252747252747,0.030973066960204854
2022-08-29,15443.032967032967,0.030963476621859165
2022-08-30,15447.813186813186,0.03095389222067535
2022-08-31,15452.593406593407,0.030944313751168906
2022-09-01,15457.373626373626,0.030934741207766514
2022-09-02,15462.153846153846,0.030925174585050286
2022-09-03,15466.934065934065,0.03091561387749131
2022-09-04,15471.714285714286,0.030906059079605086
2022-09-05,15476.494505494506,0.03089651018590711
2022-09-06,15481.274725274725,0.03088696719093509
2022-09-07,15486.054945054944,0.03087743008922672
2022-09-08,15490.835164835165,0.030867898875341915
2022-09-09,15495.615384615385,0.03085837354379617
2022-09-10,15500.395604395604,0.030848854089171596
2022-09-11,15505.175824175823,0.0308393405060281
2022-09-12,15509.956043956045,0.030829832788925593
2022-09-13,15514.736263736264,0.030820330932423978
2022-09-14,15519.516483516483,0.030810834931127573
2022-09-15,15524.296703296703,0.03080134477961849
2022-09-16,15529.076923076924,0.030791860472523247
2022-09-17,15533.857142857143,0.030782382004401754
2022-09-18,15538.637362637362,0.03077290936988053
2022-09-19,15543.417582417582,0.030763442563586096
2022-09-20,15548.197802197803,0.030753981580144973
2022-09-21,15552.978021978022,0.030744526414139273
2022-09-22,15557.758241758242,0.030735077060262128
2022-09-23,15562.538461538461,0.030725633513117856
2022-09-24,15567.318681318682,0.030716195767377386
2022-09-25,15572.098901098901,0.030706763817689442
2022-09-26,15576.87912087912,0.030697337658724955
2022-09-27,15581.65934065934,0.03068791728513265
2022-09-28,15586.439560439561,0.030678502691605658
2022-09-29,15591.21978021978,0.030669093872814912
2022-09-30,15596.0,0.030659690823453545
2022-10-01,15605.119565217392,0.058473744661391436
2022-10-02,15614.239130434782,0.05843957285478485
2022-10-03,15623.358695652174,0.058405440964559574
2022-10-04,15632.478260869566,0.05837134892083817
2022-10-05,15641.597826086956,0.05833729665383203
2022-10-06,15650.717391304348,0.058303284094041175
2022-10-07,15659.83695652174,0.05826931117201006
2022-10-08,15668.95652173913,0.05823537781848298
2022-10-09,15678.076086956522,0.05820148396442626
2022-10-10,15687.195652173914,0.05816762954085064
2022-10-11,15696.315217391304,0.05813381447898891
2022-10-12,15705.434782608696,0.058100038710273694
2022-10-13,15714.554347826086,0.058066302166226436
2022-10-14,15723.673913043478,0.058032604778590624
2022-10-15,15732.79347826087,0.05799894647922077
2022-10-16,15741.91304347826,0.05796532720010461
2022-10-17,15751.032608695652,0.05793174687347413
2022-10-18,15760.152173913044,0.057898205431672345
2022-10-19,15769.271739130434,0.05786470280715328
2022-10-20,15778.391304347826,0.05783123893263742
2022-10-21,15787.510869565218,0.057797813740867454
2022-10-22,15796.630434782608,0.05776442716483032
2022-10-23,15805.75,0.0577310791376906
2022-10-24,15814.869565217392,0.057697769592657266
2022-10-25,15823.989130434782,0.057664498463183556
2022-10-26,15833.108695652174,0.05763126568287813
2022-10-27,15842.228260869566,0.057598071185460675
2022-10-28,15851.347826086956,0.057564914904784104
2022-10-29,15860.467391304348,0.05753179677492337
2022-10-30,15869.58695652174,0.05749871673006446
2022-10-31,15878.70652173913,0.057465674704548775
2022-11-01,15887.826086956522,0.05743267063287316
2022-11-02,15896.945652173914,0.05739970444966769
2022-11-03,15906.065217391304,0.05736677608974006
2022-11-04,15915.184782608696,0.0573338854880312
2022-11-05,15924.304347826088,0.05730103257963748
2022-11-06,15933.423913043478,0.05726821729976628
2022-11-07,15942.54347826087,0.05723543958386923
2022-11-08,15951.66304347826,0.05720269936742017
2022-11-09,15960.782608695652,0.0571699965861594
2022-11-10,15969.902173913044,0.05713733117587161
2022-11-11,15979.021739130434,0.05710470307254134
2022-11-12,15988.141304347826,0.05707211221235298
2022-11-13,15997.260869565218,0.0570395585314909
2022-11-14,16006.380434782608,0.057007041966405936
2022-11-15,16015.5,0.05697456245370436
2022-11-16,16024.619565217392,0.056942119930014634
2022-11-17,16033.739130434782,0.05690971433220948
2022-11-18,16042.858695652174,0.05687734559733926
2022-11-19,16051.978260869566,0.05684501366245431
2022-11-20,16061.097826086956,0.05681271846487146
2022-11-21,16070.217391304348,0.05678045994204073
2022-11-22,16079.33695652174,0.05674823803147877
2022-11-23,16088.45652173913,0.05671605267087987
2022-11-24,16097.576086956522,0.05668390379816035
2022-11-25,16106.695652173914,0.05665179135125875
2022-11-26,16115.815217391304,0.05661971526829124
2022-11-27,16124.934782608696,0.056587675487551614
2022-11-28,16134.054347826088,0.05655567194744471
2022-11-29,16143.173913043478,0.05652370458648637
2022-11-30,16152.29347826087,0.05649177334343669
2022-12-01,16161.41304347826,0.05645987815701137
2022-12-02,16170.532608695652,0.05642801896628136
2022-12-03,16179.652173913044,0.05639619571027321
2022-12-04,16188.771739130434,0.05636440832821332
2022-12-05,16197.891304347826,0.056332656759550126
2022-12-06,16207.010869565218,0.05630094094373206
2022-12-07,16216.130434782608,0.0562692608204296
2022-12-08,16225.25,0.056237616329424256
2022-12-09,16234.369565217392,0.056206007410630754
2022-12-10,16243.489130434782,0.05617443400407485
2022-12-11,16252.608695652174,0.05614289604998213
2022-12-12,16261.728260869566,0.056111393488667005
2022-12-13,16270.847826086956,0.05607992626057712
2022-12-14,16279.967391304348,0.05604849430631553
2022-12-15,16289.08695652174,0.05601709756657414
2022-12-16,16298.20652173913,0.055985735982200246
2022-12-17,16307.326086956522,0.05595440949424102
2022-12-18,16316.445652173914,0.05592311804376582
2022-12-19,16325.565217391304,0.055891861572043844
2022-12-20,16334.684782608696,0.05586064002045532
2022-12-21,16343.804347826088,0.0558294533305137
2022-12-22,16352.923913043478,0.05579830144382125
2022-12-23,16362.04347826087,0.0557671843022467
2022-12-24,16371.16304347826,0.055736101847592145
2022-12-25,16380.282608695652,0.055705054021948364
2022-12-26,16389.402173913044,0.05567404076747273
2022-12-27,16398.521739130436,0.055643062026433654
2022-12-28,16407.641304347828,0.05561211774125496
2022-12-29,16416.760869565216,0.05558120785449372
2022-12-30,16425.880434782608,0.05555033230884021
2022-12-31,16435.0,0.055519491047073544
2023-01-01,16442.28888888889,0.04434979549063911
2023-01-02,16449.577777777777,0.04433013516635942
2023-01-03,16456.866666666665,0.04431049226525374
2023-01-04,16464.155555555557,0.04429086676418503
2023-01-05,16471.444444444445,0.04427125863997183
2023-01-06,16478.733333333334,0.04425166786963253
2023-01-07,16486.022222222222,0.044232094430118885
2023-01-08,16493.31111111111,0.044212538298427084
2023-01-09,16500.6,0.04419299945161992
2023-01-10,16507.88888888889,0.044173477866826794
2023-01-11,16515.17777777778,0.04415397352106609
2023-01-12,16522.466666666667,0.044134486391644856
2023-01-13,16529.755555555555,0.044115016455714695
2023-01-14,16537.044444444444,0.04409556369051604
2023-01-15,16544.333333333332,0.044076128073400334
2023-01-16,16551.62222222222,0.04405670958165242
2023-01-17,16558.911111111112,0.044037308192712565
2023-01-18,16566.2,0.04401792388388781
2023-01-19,16573.48888888889,0.04399855663270724
2023-01-20,16580.777777777777,0.04397920641667774
2023-01-21,16588.066666666666,0.043959873213283984
2023-01-22,16595.355555555554,0.043940557000143876
2023-01-23,16602.644444444446,0.04392125775487532
2023-01-24,16609.933333333334,0.04390197545505181
2023-01-25,16617.222222222223,0.043882710078446685
2023-01-26,16624.51111111111,0.04386346160274446
2023-01-27,16631.8,0.043844230005762874
2023-01-28,16639.088888888888,0.04382501526527527
2023-01-29,16646.37777777778,0.043805817359143795
2023-01-30,16653.666666666668,0.0437866362652084
2023-01-31,16660.955555555556,0.043767471961464466
2023-02-01,16668.244444444445,0.04374832442584076
2023-02-02,16675.533333333333,0.04372919363633265
2023-02-03,16682.82222222222,0.04371007957100215
2023-02-04,16690.11111111111,0.04369098220791123
2023-02-05,16697.4,0.04367190152521072
2023-02-06,16704.68888888889,0.04365283750098481
2023-02-07,16711.977777777778,0.04363379011349533
2023-02-08,16719.266666666666,0.0436147593409375
2023-02-09,16726.555555555555,0.04359574516159537
2023-02-10,16733.844444444443,0.04357674755379737
2023-02-11,16741.133333333335,0.04355776649587195
2023-02-12,16748.422222222223,0.04353880196614757
2023-02-13,16755.71111111111,0.04351985394313029
2023-02-14,16763.0,0.04350092240521519
2023-02-15,16770.28888888889,0.043482007330952754
2023-02-16,16777.577777777777,0.04346310869884906
2023-02-17,16784.866666666665,0.04344422648745461
2023-02-18,16792.155555555557,0.0434253606754309
2023-02-19,16799.444444444445,0.04340651124135064
2023-02-20,16806.733333333334,0.04338767816396416
2023-02-21,16814.022222222222,0.04336886142193297
2023-02-22,16821.31111111111,0.04335006099405181
2023-02-23,16828.6,0.04333127685911542
2023-02-24,16835.88888888889,0.043312508995940746
2023-02-25,16843.17777777778,0.04329375738336694
2023-02-26,16850.466666666667,0.04327502200032196
2023-02-27,16857.755555555555,0.04325630282577819
2023-02-28,16865.044444444444,0.043237599838641394
2023-03-01,16872.333333333332,0.04321891301797276
2023-03-02,16879.62222222222,0.04320024234281128
2023-03-03,16886.911111111112,0.043181587792262555
2023-03-04,16894.2,0.04316294934538778
2023-03-05,16901.48888888889,0.043144326981381376
2023-03-06,16908.777777777777,0.04312572067943776
2023-03-07,16916.066666666666,0.043107130418773565
2023-03-08,16923.355555555554,0.04308855617867202
2023-03-09,16930.644444444446,0.043069997938438576
2023-03-10,16937.933333333334,0.04305145567733426
2023-03-11,16945.222222222223,0.04303292937481995
2023-03-12,16952.51111111111,0.0430144190102677
2023-03-13,16959.8,0.042995924563116183
2023-03-14,16967.088888888888,0.042977446012848475
2023-03-15,16974.37777777778,0.04295898333901427
2023-03-16,16981.666666666668,0.04294053652105223
2023-03-17,16988.955555555556,0.04292210553864528
2023-03-18,16996.244444444445,0.042903690371387526
2023-03-19,17003.533333333333,0.04288529099891747
2023-03-20,17010.82222222222,0.042866907400940235
2023-03-21,17018.11111111111,0.04284853955716095
2023-03-22,17025.4,0.04283018744737355
2023-03-23,17032.68888888889,0.04281185105130536
2023-03-24,17039.977777777778,0.04279353034883915
2023-03-25,17047.266666666666,0.042775225319791055
2023-03-26,17054.555555555555,0.04275693594411045
2023-03-27,17061.844444444443,0.0427386622016801
2023-03-28,17069.133333333335,0.04272040407251598
