Date,Shares Outstanding,Rate of Change (%)
2021-07-31,4316.274725274725,0.0010183895696291856
2021-08-01,4316.318681318681,0.0010183791985918234
2021-08-02,4316.3626373626375,0.0010183688277320968
2021-08-03,4316.406593406594,0.0010183584570944149
2021-08-04,4316.450549450549,0.0010183480866343686
2021-08-05,4316.494505494506,0.0010183377164407759
2021-08-06,4316.538461538462,0.0010183273464248188
2021-08-07,4316.582417582417,0.001018316976608702
2021-08-08,4316.626373626374,0.001018306607036834
2021-08-09,4316.67032967033,0.0010182962376648064
2021-08-10,4316.714285714285,0.0010182858684704144
2021-08-11,4316.758241758242,0.0010182754995424759
2021-08-12,4316.802197802198,0.001018265130792173
2021-08-13,4316.846153846154,0.0010182547622639149
2021-08-14,4316.89010989011,0.0010182443939132924
2021-08-15,4316.934065934066,0.0010182340258291234
2021-08-16,4316.978021978022,0.00101822365792259
2021-08-17,4317.021978021978,0.001018213290215897
2021-08-18,4317.065934065934,0.0010182029227534528
2021-08-19,4317.10989010989,0.0010181925554908489
2021-08-20,4317.153846153846,0.0010181821884058806
2021-08-21,4317.197802197802,0.0010181718215873659
2021-08-22,4317.241758241758,0.0010181614549686913
2021-08-23,4317.285714285715,0.0010181510885276523
2021-08-24,4317.32967032967,0.001018140722308658
2021-08-25,4317.373626373626,0.0010181303563339128
2021-08-26,4317.417582417583,0.0010181199905368032
2021-08-27,4317.461538461538,0.0010181096249395338
2021-08-28,4317.505494505494,0.0010180992595865135
2021-08-29,4317.549450549451,0.0010180888944333333
2021-08-30,4317.593406593406,0.0010180785294799932
2021-08-31,4317.6373626373625,0.0010180681647709022
2021-09-01,4317.681318681319,0.001018057800239447
2021-09-02,4317.725274725275,0.0010180474359300362
2021-09-03,4317.7692307692305,0.0010180370717982612
2021-09-04,4317.813186813187,0.0010180267079329397
2021-09-05,4317.857142857143,0.0010180163442674584
2021-09-06,4317.9010989010985,0.0010180059807796127
2021-09-07,4317.945054945055,0.001017995617536016
2021-09-08,4317.989010989011,0.0010179852544922596
2021-09-09,4318.0329670329675,0.0010179748916483433
2021-09-10,4318.076923076923,0.0010179645290042671
2021-09-11,4318.120879120879,0.0010179541666266445
2021-09-12,4318.1648351648355,0.0010179438044266576
2021-09-13,4318.208791208791,0.0010179334424043063
2021-09-14,4318.252747252747,0.0010179230806484085
2021-09-15,4318.2967032967035,0.0010179127190701465
2021-09-16,4318.340659340659,0.0010179023576917245
2021-09-17,4318.384615384615,0.0010178919965797562
2021-09-18,4318.428571428572,0.0010178816356454234
2021-09-19,4318.472527472528,0.0010178712749109309
2021-09-20,4318.516483516483,0.0010178609143762785
2021-09-21,4318.56043956044,0.0010178505541080796
2021-09-22,4318.604395604396,0.0010178401940175164
2021-09-23,4318.648351648351,0.0010178298341045888
2021-09-24,4318.692307692308,0.0010178194744581148
2021-09-25,4318.736263736264,0.0010178091149892765
2021-09-26,4318.780219780219,0.0010177987557202783
2021-09-27,4318.824175824176,0.0010177883967177337
2021-09-28,4318.868131868132,0.0010177780378928247
2021-09-29,4318.912087912088,0.001017767679267756
2021-09-30,4318.956043956044,0.0010177573208425272
2021-10-01,4319.0,0.0010177469626615476
2021-10-02,4319.065934065934,0.0015266049070206122
2021-10-03,4319.131868131868,0.0015265816021514667
2021-10-04,4319.197802197802,0.0015265582979928638
2021-10-05,4319.263736263736,0.0015265349945448037
2021-10-06,4319.32967032967,0.0015265116918072863
2021-10-07,4319.395604395604,0.0015264883897803116
2021-10-08,4319.461538461538,0.0015264650884638797
2021-10-09,4319.527472527472,0.001526441787880195
2021-10-10,4319.593406593406,0.0015264184879848486
2021-10-11,4319.659340659341,0.0015263951888222493
2021-10-12,4319.725274725275,0.001526371890325784
2021-10-13,4319.791208791209,0.0015263485925842701
2021-10-14,4319.857142857143,0.0015263252955310946
2021-10-15,4319.923076923077,0.0015263019992106663
2021-10-16,4319.989010989011,0.0015262787035785763
2021-10-17,4320.054945054945,0.001526255408657029
2021-10-18,4320.120879120879,0.001526232114468229
2021-10-19,4320.186813186813,0.0015262088209677671
2021-10-20,4320.252747252747,0.0015261855282000525
2021-10-21,4320.318681318681,0.0015261622361206761
2021-10-22,4320.384615384615,0.001526138944774047
2021-10-23,4320.450549450549,0.0015261156541379606
2021-10-24,4320.516483516483,0.0015260923641902124
2021-10-25,4320.582417582417,0.0015260690749752115
2021-10-26,4320.648351648351,0.0015260457864485488
2021-10-27,4320.714285714285,0.0015260224986546334
2021-10-28,4320.780219780219,0.0015259992115712606
2021-10-29,4320.846153846154,0.0015259759251984306
2021-10-30,4320.912087912088,0.0015259526395139389
2021-10-31,4320.978021978022,0.0015259293545621944
2021-11-01,4321.043956043956,0.0015259060702987881
2021-11-02,4321.10989010989,0.001525882786768129
2021-11-03,4321.175824175824,0.0015258595039480127
2021-11-04,4321.241758241758,0.0015258362218162347
2021-11-05,4321.307692307692,0.0015258129404172038
2021-11-06,4321.373626373626,0.0015257896597287157
2021-11-07,4321.43956043956,0.0015257663797285659
2021-11-08,4321.505494505494,0.0015257431004611632
2021-11-09,4321.571428571428,0.0015257198219043033
2021-11-10,4321.6373626373625,0.0015256965440357817
2021-11-11,4321.7032967032965,0.0015256732669000073
2021-11-12,4321.7692307692305,0.001525649990452571
2021-11-13,4321.8351648351645,0.0015256267147378821
2021-11-14,4321.9010989010985,0.001525603439733736
2021-11-15,4321.9670329670325,0.001525580165417928
2021-11-16,4322.0329670329675,0.0015255568918570717
2021-11-17,4322.0989010989015,0.0015255336189401447
2021-11-18,4322.1648351648355,0.0015255103467781694
2021-11-19,4322.2307692307695,0.0015254870753045324
2021-11-20,4322.2967032967035,0.0015254638045636426
2021-11-21,4322.3626373626375,0.001525440534511091
2021-11-22,4322.428571428572,0.0015254172651690823
2021-11-23,4322.494505494506,0.0015253939965598207
2021-11-24,4322.56043956044,0.0015253707286388973
2021-11-25,4322.626373626374,0.0015253474614285167
2021-11-26,4322.692307692308,0.0015253241949508833
2021-11-27,4322.758241758242,0.0015253009291615882
2021-11-28,4322.824175824176,0.0015252776640828358
2021-11-29,4322.89010989011,0.0015252543997146262
2021-11-30,4322.956043956044,0.0015252311360569593
2021-12-01,4323.021978021978,0.0015252078731320395
2021-12-02,4323.087912087912,0.001525184610895458
2021-12-03,4323.153846153846,0.0015251613493694194
2021-12-04,4323.219780219781,0.0015251380885539234
2021-12-05,4323.285714285715,0.0015251148284267657
2021-12-06,4323.351648351649,0.0015250915690323552
2021-12-07,4323.417582417583,0.0015250683103484874
2021-12-08,4323.483516483517,0.0015250450523751624
2021-12-09,4323.549450549451,0.0015250217951123801
2021-12-10,4323.615384615385,0.001524998538537936
2021-12-11,4323.681318681319,0.0015249752826962393
2021-12-12,4323.747252747253,0.0015249520275428807
2021-12-13,4323.813186813187,0.0015249287731222694
2021-12-14,4323.879120879121,0.0015249055193899963
2021-12-15,4323.945054945055,0.0015248822663904704
2021-12-16,4324.010989010989,0.0015248590140792828
2021-12-17,4324.076923076923,0.001524835762478638
2021-12-18,4324.142857142857,0.0015248125115885358
2021-12-19,4324.208791208791,0.0015247892614089764
2021-12-20,4324.274725274725,0.0015247660119399598
2021-12-21,4324.340659340659,0.0015247427631814858
2021-12-22,4324.406593406594,0.001524719515155759
2021-12-23,4324.472527472528,0.0015246962677961662
2021-12-24,4324.538461538462,0.0015246730211693205
2021-12-25,4324.604395604396,0.001524649775230813
2021-12-26,4324.67032967033,0.0015246265300250528
2021-12-27,4324.736263736264,0.0015246032855298353
2021-12-28,4324.802197802198,0.001524580041722956
2021-12-29,4324.868131868132,0.0015245567986266195
2021-12-30,4324.934065934066,0.0015245335562630302
2021-12-31,4325.0,0.0015245103145877792
2022-01-01,4325.065934065934,0.001524487073623071
2022-01-02,4325.131868131868,0.0015244638333689053
2022-01-03,4325.197802197802,0.0015244405938252825
2022-01-04,4325.263736263736,0.0015244173549922024
2022-01-05,4325.32967032967,0.0015243941168474606
2022-01-06,4325.395604395604,0.001524370879435466
2022-01-07,4325.461538461538,0.0015243476427118097
2022-01-08,4325.527472527472,0.0015243244067209005
2022-01-09,4325.593406593406,0.0015243011714183297
2022-01-10,4325.659340659341,0.001524277936848506
2022-01-11,4325.725274725275,0.0015242547029670206
2022-01-12,4325.791208791209,0.001524231469796078
2022-01-13,4325.857142857143,0.001524208237335678
2022-01-14,4325.923076923077,0.0015241850055858208
2022-01-15,4325.989010989011,0.001524161774524302
2022-01-16,4326.054945054945,0.0015241385441955302
2022-01-17,4326.120879120879,0.0015241153145550967
2022-01-18,4326.186813186813,0.0015240920856474105
2022-01-19,4326.252747252747,0.0015240688574280625
2022-01-20,4326.318681318681,0.0015240456299192573
2022-01-21,4326.384615384615,0.0015240224031209948
2022-01-22,4326.450549450549,0.001523999177033275
2022-01-23,4326.516483516483,0.001523975951656098
2022-01-24,4326.582417582417,0.0015239527269894637
2022-01-25,4326.648351648351,0.0015239295030111677
2022-01-26,4326.714285714285,0.0015239062797656189
2022-01-27,4326.780219780219,0.0015238830572084083
2022-01-28,4326.846153846154,0.001523859835383945
2022-01-29,4326.912087912088,0.00152383661424782
2022-01-30,4326.978021978022,0.0015238133938000331
2022-01-31,4327.043956043956,0.0015237901740849935
2022-02-01,4327.10989010989,0.0015237669550804966
2022-02-02,4327.175824175824,0.0015237437367865425
2022-02-03,4327.241758241758,0.0015237205191809267
2022-02-04,4327.307692307692,0.0015236973022858535
2022-02-05,4327.373626373626,0.0015236740861013232
2022-02-06,4327.43956043956,0.0015236508706273355
2022-02-07,4327.505494505494,0.0015236276558638906
2022-02-08,4327.571428571428,0.0015236044418109884
2022-02-09,4327.6373626373625,0.001523581228468629
2022-02-10,4327.7032967032965,0.0015235580158146078
2022-02-11,4327.7692307692305,0.0015235348038711294
2022-02-12,4327.8351648351645,0.0015235115926603982
2022-02-13,4327.9010989010985,0.0015234883821380052
2022-02-14,4327.9670329670325,0.001523465172326155
2022-02-15,4328.0329670329675,0.0015234419632248475
2022-02-16,4328.0989010989015,0.0015234187548118783
2022-02-17,4328.1648351648355,0.0015233955471094518
2022-02-18,4328.2307692307695,0.001523372340117568
2022-02-19,4328.2967032967035,0.0015233491338584315
2022-02-20,4328.3626373626375,0.0015233259282654288
2022-02-21,4328.428571428572,0.0015233027234051733
2022-02-22,4328.494505494506,0.0015232795192554605
2022-02-23,4328.56043956044,0.001523256315794086
2022-02-24,4328.626373626374,0.0015232331130654586
2022-02-25,4328.692307692308,0.0015232099110251696
2022-02-26,4328.758241758242,0.0015231867096954232
2022-02-27,4328.824175824176,0.0015231635090540152
2022-02-28,4328.89010989011,0.0015231403091453544
2022-03-01,4328.956043956044,0.0015231171099250318
2022-03-02,4329.021978021978,0.0015230939114374564
2022-03-03,4329.087912087912,0.0015230707136382193
2022-03-04,4329.153846153846,0.001523047516549525
2022-03-05,4329.219780219781,0.0015230243201713733
2022-03-06,4329.285714285715,0.00152300112448156
2022-03-07,4329.351648351649,0.0015229779295022894
2022-03-08,4329.417582417583,0.001522954735255766
2022-03-09,4329.483516483517,0.0015229315416975808
2022-03-10,4329.549450549451,0.001522908348827734
2022-03-11,4329.615384615385,0.0015228851566906343
2022-03-12,4329.681318681319,0.001522861965241873
2022-03-13,4329.747252747253,0.0015228387745258587
2022-03-14,4329.813186813187,0.0015228155844981828
2022-03-15,4329.879120879121,0.0015227923951810496
2022-03-16,4329.945054945055,0.0015227692065522547
2022-03-17,4330.010989010989,0.001522746018656207
2022-03-18,4330.076923076923,0.0015227228314484975
2022-03-19,4330.142857142857,0.0015226996449513308
2022-03-20,4330.208791208791,0.0015226764591647068
2022-03-21,4330.274725274725,0.0015226532740886256
2022-03-22,4330.340659340659,0.0015226300897008826
2022-03-23,4330.406593406594,0.0015226069060680913
2022-03-24,4330.472527472528,0.0015225837230792294
2022-03-25,4330.538461538462,0.0015225605408231146
2022-03-26,4330.604395604396,0.0015225373592553382
2022-03-27,4330.67032967033,0.001522514178420309
2022-03-28,4330.736263736264,0.0015224909982736179
2022-03-29,4330.802197802198,0.0015224678188374696
2022-03-30,4330.868131868132,0.001522444640111864
2022-03-31,4330.934065934066,0.0015224214620745968
2022-04-01,4331.0,0.0015223982847700768
2022-04-02,4330.945054945055,-0.0012686459234578784
2022-04-03,4330.89010989011,-0.001268662018294453
2022-04-04,4330.8351648351645,-0.001268678113530708
2022-04-05,4330.780219780219,-0.0012686942091777453
2022-04-06,4330.725274725275,-0.0012687103052133608
2022-04-07,4330.67032967033,-0.0012687264016930655
2022-04-08,4330.615384615385,-0.0012687424985613482
2022-04-09,4330.56043956044,-0.0012687585958404135
2022-04-10,4330.505494505494,-0.0012687746935302613
2022-04-11,4330.450549450549,-0.0012687907916308916
2022-04-12,4330.395604395604,-0.0012688068901312022
2022-04-13,4330.340659340659,-0.0012688229890422953
2022-04-14,4330.285714285715,-0.0012688390883419665
2022-04-15,4330.2307692307695,-0.001268855188096829
2022-04-16,4330.175824175824,-0.0012688712882402697
2022-04-17,4330.120879120879,-0.0012688873887833907
2022-04-18,4330.065934065934,-0.0012689034897372942
2022-04-19,4330.010989010989,-0.0012689195911019802
2022-04-20,4329.956043956044,-0.0012689356928774487
2022-04-21,4329.9010989010985,-0.0012689517950636997
2022-04-22,4329.846153846154,-0.0012689678976274266
2022-04-23,4329.791208791209,-0.001268984000657447
2022-04-24,4329.736263736264,-0.0012690001040649435
2022-04-25,4329.681318681319,-0.00126901620787212
2022-04-26,4329.626373626374,-0.0012690323121011815
2022-04-27,4329.571428571428,-0.0012690484167410254
2022-04-28,4329.516483516483,-0.0012690645217805496
2022-04-29,4329.461538461538,-0.0012690806272308564
2022-04-30,4329.406593406594,-0.0012690967330697411
2022-05-01,4329.351648351649,-0.0012691128393638174
2022-05-02,4329.2967032967035,-0.0012691289460464716
2022-05-03,4329.241758241758,-0.0012691450531288062
2022-05-04,4329.186813186813,-0.0012691611606219233
2022-05-05,4329.131868131868,-0.001269177268525823
2022-05-06,4329.076923076923,-0.001269193376840505
2022-05-07,4329.021978021978,-0.0012692094855659697
2022-05-08,4328.9670329670325,-0.0012692255947022169
2022-05-09,4328.912087912088,-0.0012692417042159398
2022-05-10,4328.857142857143,-0.0012692578141848543
2022-05-11,4328.802197802198,-0.0012692739245423468
2022-05-12,4328.747252747253,-0.0012692900353106218
2022-05-13,4328.692307692308,-0.0012693061464896793
2022-05-14,4328.6373626373625,-0.0012693222580795194
2022-05-15,4328.582417582417,-0.0012693383700690397
2022-05-16,4328.527472527472,-0.0012693544824693426
2022-05-17,4328.472527472528,-0.0012693705952693257
2022-05-18,4328.417582417583,-0.001269386708513398
2022-05-19,4328.3626373626375,-0.0012694028221349463
2022-05-20,4328.307692307692,-0.0012694189361783792
2022-05-21,4328.252747252747,-0.0012694350506325947
2022-05-22,4328.197802197802,-0.0012694511654864904
2022-05-23,4328.142857142857,-0.0012694672807511687
2022-05-24,4328.087912087912,-0.0012694833964266294
2022-05-25,4328.0329670329675,-0.0012694995124906683
2022-05-26,4327.978021978022,-0.0012695156290098986
2022-05-27,4327.923076923077,-0.001269531745917707
2022-05-28,4327.868131868132,-0.0012695478632251955
2022-05-29,4327.813186813187,-0.0012695639809434667
2022-05-30,4327.758241758242,-0.0012695800990836226
2022-05-31,4327.7032967032965,-0.0012695962176234588
2022-06-01,4327.648351648351,-0.0012696123365740775
2022-06-02,4327.593406593406,-0.0012696284559354787
2022-06-03,4327.538461538462,-0.0012696445756743557
2022-06-04,4327.483516483517,-0.0012696606958795265
2022-06-05,4327.428571428572,-0.001269676816462173
2022-06-06,4327.373626373626,-0.0012696929374667043
2022-06-07,4327.318681318681,-0.001269709058870916
2022-06-08,4327.263736263736,-0.00126972518068591
2022-06-09,4327.208791208791,-0.0012697413029116866
2022-06-10,4327.153846153846,-0.0012697574255482458
2022-06-11,4327.0989010989015,-0.0012697735485622808
2022-06-12,4327.043956043956,-0.0012697896720426094
2022-06-13,4326.989010989011,-0.0012698057959004139
2022-06-14,4326.934065934066,-0.001269821920180103
2022-06-15,4326.879120879121,-0.0012698380448594726
2022-06-16,4326.824175824176,-0.0012698541699496246
2022-06-17,4326.7692307692305,-0.0012698702954505592
2022-06-18,4326.714285714285,-0.0012698864213622763
2022-06-19,4326.659340659341,-0.0012699025476625714
2022-06-20,4326.604395604396,-0.0012699186744069557
2022-06-21,4326.549450549451,-0.0012699348015510203
2022-06-22,4326.494505494506,-0.0012699509290947653
2022-06-23,4326.43956043956,-0.001269967057060395
2022-06-24,4326.384615384615,-0.0012699831854257049
2022-06-25,4326.32967032967,-0.0012699993142017973
2022-06-26,4326.274725274725,-0.0012700154433886723
2022-06-27,4326.219780219781,-0.0012700315729641254
2022-06-28,4326.1648351648355,-0.0012700477029947699
2022-06-29,4326.10989010989,-0.0012700638334139924
2022-06-30,4326.054945054945,-0.0012700799642328953
2022-07-01,4326.0,-0.0012700960954736829
2022-07-02,4325.978021978022,-0.0005080448908345581
2022-07-03,4325.956043956044,-0.0005080474719698636
2022-07-04,4325.934065934066,-0.0005080500530829646
2022-07-05,4325.912087912088,-0.0005080526342404745
2022-07-06,4325.89010989011,-0.0005080552154534956
2022-07-07,4325.868131868132,-0.0005080577966443123
2022-07-08,4325.846153846154,-0.0005080603778906401
2022-07-09,4325.824175824176,-0.0005080629591702746
2022-07-10,4325.802197802198,-0.000508065540449909
2022-07-11,4325.780219780219,-0.0005080681217850547
2022-07-12,4325.758241758242,-0.0005080707031090981
2022-07-13,4325.736263736264,-0.0005080732844886526
2022-07-14,4325.714285714285,-0.0005080758659015139
2022-07-15,4325.692307692308,-0.0005080784473032729
2022-07-16,4325.67032967033,-0.0005080810287605431
2022-07-17,4325.648351648351,-0.0005080836102511199
2022-07-18,4325.626373626374,-0.0005080861917305945
2022-07-19,4325.604395604396,-0.0005080887732655803
2022-07-20,4325.582417582417,-0.0005080913548338728
2022-07-21,4325.56043956044,-0.0005080939364021653
2022-07-22,4325.538461538462,-0.0005080965180037644
2022-07-23,4325.516483516483,-0.0005080990996608747
2022-07-24,4325.494505494506,-0.0005081016812957806
2022-07-25,4325.472527472528,-0.0005081042629861976
2022-07-26,4325.450549450549,-0.0005081068447210235
2022-07-27,4325.428571428572,-0.000508109426433645
2022-07-28,4325.406593406594,-0.0005081120082017776
2022-07-29,4325.384615384615,-0.0005081145900143191
2022-07-30,4325.3626373626375,-0.0005081171718157584
2022-07-31,4325.340659340659,-0.0005081197536727089
2022-08-01,4325.318681318681,-0.0005081223355296594
2022-08-02,4325.2967032967035,-0.0005081249174199165
2022-08-03,4325.274725274725,-0.0005081274993656848
2022-08-04,4325.252747252747,-0.0005081300812892486
2022-08-05,4325.2307692307695,-0.0005081326632683236
2022-08-06,4325.208791208791,-0.0005081352452918075
2022-08-07,4325.186813186813,-0.000508137827293087
2022-08-08,4325.1648351648355,-0.0005081404093498776
2022-08-09,4325.142857142857,-0.0005081429914510771
2022-08-10,4325.120879120879,-0.0005081455735411744
2022-08-11,4325.0989010989015,-0.0005081481556645784
2022-08-12,4325.076923076923,-0.0005081507378434935
2022-08-13,4325.054945054945,-0.0005081533200113064
2022-08-14,4325.0329670329675,-0.0005081559022235282
2022-08-15,4325.010989010989,-0.000508158484480159
2022-08-16,4324.989010989011,-0.0005081610667256875
2022-08-17,4324.9670329670325,-0.0005081636490378294
2022-08-18,4324.945054945055,-0.0005081662313277668
2022-08-19,4324.923076923077,-0.0005081688136732154
2022-08-20,4324.9010989010985,-0.0005081713960630729
2022-08-21,4324.879120879121,-0.000508173978430726
2022-08-22,4324.857142857143,-0.0005081765608538902
2022-08-23,4324.8351648351645,-0.0005081791433214633
2022-08-24,4324.813186813187,-0.0005081817257779342
2022-08-25,4324.791208791209,-0.000508184308278814
2022-08-26,4324.7692307692305,-0.0005081868908241027
2022-08-27,4324.747252747253,-0.0005081894733582892
2022-08-28,4324.725274725275,-0.0005081920559368847
2022-08-29,4324.7032967032965,-0.000508194638559889
2022-08-30,4324.681318681319,-0.0005081972211717911
2022-08-31,4324.659340659341,-0.0005081998038281021
2022-09-01,4324.6373626373625,-0.0005082023865288221
2022-09-02,4324.615384615385,-0.0005082049692184398
2022-09-03,4324.593406593406,-0.0005082075519746709
2022-09-04,4324.571428571428,-0.0005082101347197998
2022-09-05,4324.549450549451,-0.0005082127175093376
2022-09-06,4324.527472527472,-0.0005082153003432843
2022-09-07,4324.505494505494,-0.0005082178831661288
2022-09-08,4324.483516483517,-0.0005082204660333822
2022-09-09,4324.461538461538,-0.0005082230489450446
2022-09-10,4324.43956043956,-0.0005082256318456047
2022-09-11,4324.417582417583,-0.0005082282147905737
2022-09-12,4324.395604395604,-0.0005082307977799516
2022-09-13,4324.373626373626,-0.0005082333807582273
2022-09-14,4324.351648351649,-0.000508235963780912
2022-09-15,4324.32967032967,-0.0005082385468591077
2022-09-16,4324.307692307692,-0.0005082411299150991
2022-09-17,4324.285714285715,-0.0005082437130154993
2022-09-18,4324.263736263736,-0.0005082462961714107
2022-09-19,4324.241758241758,-0.0005082488793051176
2022-09-20,4324.219780219781,-0.0005082514624832335
2022-09-21,4324.197802197802,-0.0005082540457168605
2022-09-22,4324.175824175824,-0.000508256628928283
2022-09-23,4324.153846153846,-0.000508259212206319
2022-09-24,4324.131868131868,-0.0005082617954732527
2022-09-25,4324.10989010989,-0.0005082643787956975
2022-09-26,4324.087912087912,-0.0005082669621514491
2022-09-27,4324.065934065934,-0.0005082695454960984
2022-09-28,4324.043956043956,-0.0005082721288851566
2022-09-29,4324.021978021978,-0.000508274712329726
2022-09-30,4324.0,-0.0005082772957520909
2022-10-01,4324.04347826087,0.0010055101958839074
2022-10-02,4324.086956521739,0.001005500085460298
2022-10-03,4324.130434782609,0.0010054899752809376
2022-10-04,4324.173913043478,0.0010054798652570085
2022-10-05,4324.217391304348,0.0010054697554773284
2022-10-06,4324.260869565217,0.001005459645875284
2022-10-07,4324.304347826087,0.0010054495364952842
2022-10-08,4324.347826086957,0.0010054394273151246
2022-10-09,4324.391304347826,0.0010054293183126006
2022-10-10,4324.434782608696,0.0010054192095543257
2022-10-11,4324.478260869565,0.001005409100951482
2022-10-12,4324.521739130435,0.0010053989925928875
2022-10-13,4324.565217391304,0.0010053888844119285
2022-10-14,4324.608695652174,0.0010053787764530142
2022-10-15,4324.652173913043,0.0010053686686717356
2022-10-16,4324.695652173913,0.001005358561134706
2022-10-17,4324.739130434783,0.0010053484537753121
2022-10-18,4324.782608695652,0.0010053383466157584
2022-10-19,4324.826086956522,0.0010053282396782492
2022-10-20,4324.869565217391,0.0010053181329183758
2022-10-21,4324.913043478261,0.001005308026380547
2022-10-22,4324.95652173913,0.0010052979200203538
2022-10-23,4325.0,0.0010052878139044097
2022-10-24,4325.04347826087,0.0010052777079661013
2022-10-25,4325.086956521739,0.001005267602227633
2022-10-26,4325.130434782609,0.0010052574967112093
2022-10-27,4325.173913043478,0.0010052473913724214
2022-10-28,4325.217391304348,0.0010052372862778824
2022-10-29,4325.260869565217,0.0010052271813387748
2022-10-30,4325.304347826087,0.0010052170766439161
2022-10-31,4325.347826086957,0.0010052069721266932
2022-11-01,4325.391304347826,0.001005196867787106
2022-11-02,4325.434782608696,0.0010051867637139722
2022-11-03,4325.478260869565,0.0010051766597962697
2022-11-04,4325.521739130435,0.0010051665561006118
2022-11-05,4325.565217391304,0.0010051564525825896
2022-11-06,4325.608695652174,0.0010051463493088164
2022-11-07,4325.652173913043,0.001005136246212679
2022-11-08,4325.695652173913,0.001005126143338586
2022-11-09,4325.739130434783,0.0010051160406643334
2022-11-10,4325.782608695652,0.0010051059381455119
2022-11-11,4325.826086956522,0.0010050958358931439
2022-11-12,4325.869565217391,0.0010050857337962071
2022-11-13,4325.913043478261,0.0010050756319435195
2022-11-14,4325.95652173913,0.0010050655302684675
2022-11-15,4326.0,0.00100505542881546
2022-11-16,4326.04347826087,0.0010050453275622928
2022-11-17,4326.086956521739,0.0010050352264645568
2022-11-18,4326.130434782609,0.0010050251256332743
2022-11-19,4326.173913043478,0.001005015024957423
2022-11-20,4326.217391304348,0.0010050049245258208
2022-11-21,4326.260869565217,0.0010049948242718543
2022-11-22,4326.304347826087,0.0010049847242399323
2022-11-23,4326.347826086957,0.0010049746244078506
2022-11-24,4326.391304347826,0.0010049645247312
2022-11-25,4326.434782608696,0.001004954425321003
2022-11-26,4326.478260869565,0.0010049443260662372
2022-11-27,4326.521739130435,0.0010049342270557204
2022-11-28,4326.565217391304,0.0010049241282228394
2022-11-29,4326.608695652174,0.001004914029612003
2022-11-30,4326.652173913043,0.0010049039311788022
2022-12-01,4326.695652173913,0.001004893832967646
2022-12-02,4326.739130434783,0.00100488373495633
2022-12-03,4326.782608695652,0.0010048736371226497
2022-12-04,4326.826086956522,0.0010048635395332184
2022-12-05,4326.869565217391,0.0010048534421214228
2022-12-06,4326.913043478261,0.0010048433449316718
2022-12-07,4326.95652173913,0.0010048332479195565
2022-12-08,4327.0,0.0010048231511294858
2022-12-09,4327.04347826087,0.0010048130545392553
2022-12-10,4327.086956521739,0.0010048029581266604
2022-12-11,4327.130434782609,0.0010047928619583146
2022-12-12,4327.173913043478,0.0010047827659454
2022-12-13,4327.217391304348,0.001004772670198939
2022-12-14,4327.260869565217,0.0010047625745857047
2022-12-15,4327.304347826087,0.001004752479238924
2022-12-16,4327.347826086957,0.001004742384069779
2022-12-17,4327.391304347826,0.0010047322890782695
2022-12-18,4327.434782608696,0.0010047221943310092
2022-12-19,4327.478260869565,0.00100471209973918
2022-12-20,4327.521739130435,0.0010047020053916
2022-12-21,4327.565217391304,0.0010046919112216557
2022-12-22,4327.608695652174,0.001004681817273756
2022-12-23,4327.652173913043,0.0010046717235034919
2022-12-24,4327.695652173913,0.0010046616299774769
2022-12-25,4327.739130434783,0.0010046515366290976
2022-12-26,4327.782608695652,0.001004641443458354
2022-12-27,4327.826086956522,0.0010046313505318594
2022-12-28,4327.869565217391,0.0010046212577830005
2022-12-29,4327.913043478261,0.0010046111652561862
2022-12-30,4327.95652173913,0.0010046010729070076
2022-12-31,4328.0,0.001004590980802078
2023-01-01,4327.966666666666,-0.0007701786814640066
2023-01-02,4327.933333333333,-0.0007701846132412982
2023-01-03,4327.9,-0.0007701905451518165
2023-01-04,4327.866666666667,-0.0007701964771067438
2023-01-05,4327.833333333333,-0.000770202409206
2023-01-06,4327.8,-0.0007702083413496652
2023-01-07,4327.766666666666,-0.0007702142736154549
2023-01-08,4327.733333333334,-0.000770220205947858
2023-01-09,4327.7,-0.0007702261384023856
2023-01-10,4327.666666666667,-0.0007702320709124244
2023-01-11,4327.633333333333,-0.0007702380035556899
2023-01-12,4327.6,-0.0007702439362433644
2023-01-13,4327.566666666667,-0.0007702498690642656
2023-01-14,4327.533333333334,-0.000770255801940678
2023-01-15,4327.5,-0.0007702617349503171
2023-01-16,4327.466666666666,-0.0007702676680265697
2023-01-17,4327.433333333333,-0.0007702736011694356
2023-01-18,4327.4,-0.0007702795344566304
2023-01-19,4327.366666666667,-0.0007702854677882343
2023-01-20,4327.333333333333,-0.0007702914012419626
2023-01-21,4327.3,-0.0007702973347623043
2023-01-22,4327.266666666666,-0.0007703032684047706
2023-01-23,4327.233333333334,-0.000770309202102748
2023-01-24,4327.2,-0.0007703151359339522
2023-01-25,4327.166666666667,-0.0007703210698095653
2023-01-26,4327.133333333333,-0.0007703270038184051
2023-01-27,4327.1,-0.0007703329378827561
2023-01-28,4327.066666666667,-0.0007703388720803339
2023-01-29,4327.033333333334,-0.0007703448063223206
2023-01-30,4327.0,-0.0007703507406975341
2023-01-31,4326.966666666666,-0.0007703566751504631
2023-02-01,4326.933333333333,-0.0007703626096700056
2023-02-02,4326.9,-0.0007703685443227748
2023-02-03,4326.866666666667,-0.0007703744790199529
2023-02-04,4326.833333333333,-0.0007703804138614601
