Date,Shares Outstanding,Rate of Change (%)
2023-02-05,4326.8,-0.0007703863487473761
2023-02-06,4326.766666666666,-0.0007703922837554167
2023-02-07,4326.733333333334,-0.0007703982188300706
2023-02-08,4326.7,-0.0007704041540268491
2023-02-09,4326.666666666667,-0.0007704100892791388
2023-02-10,4326.633333333333,-0.0007704160246646552
2023-02-11,4326.6,-0.0007704219600945805
2023-02-12,4326.566666666667,-0.0007704278956577326
2023-02-13,4326.533333333334,-0.0007704338312763959
2023-02-14,4326.5,-0.0007704397670282859
2023-02-15,4326.466666666666,-0.0007704457028467893
2023-02-16,4326.433333333333,-0.0007704516387430083
2023-02-17,4326.4,-0.0007704575747613518
2023-02-18,4326.366666666667,-0.0007704635108352065
2023-02-19,4326.333333333333,-0.0007704694470422879
2023-02-20,4326.3,-0.0007704753833048805
2023-02-21,4326.266666666666,-0.0007704813196895977
2023-02-22,4326.233333333334,-0.0007704872561298259
2023-02-23,4326.2,-0.000770493192703281
2023-02-24,4326.166666666667,-0.000770499129321145
2023-02-25,4326.133333333333,-0.0007705050660833379
2023-02-26,4326.1,-0.0007705110028899398
2023-02-27,4326.066666666667,-0.0007705169398297684
2023-02-28,4326.033333333334,-0.000770522876814006
2023-03-01,4326.0,-0.0007705288139314703
2023-03-02,4325.966666666666,-0.0007705347511266503
2023-03-03,4325.933333333333,-0.0007705406883884436
2023-03-04,4325.9,-0.0007705466257834637
2023-03-05,4325.866666666667,-0.0007705525632339949
2023-03-06,4325.833333333333,-0.0007705585008066507
2023-03-07,4325.8,-0.0007705644384348176
2023-03-08,4325.766666666666,-0.0007705703762073135
2023-03-09,4325.733333333334,-0.0007705763140131161
2023-03-10,4325.7,-0.0007705822519632477
2023-03-11,4325.666666666667,-0.0007705881899577882
2023-03-12,4325.633333333333,-0.0007705941280855555
2023-03-13,4325.6,-0.0007706000662577317
2023-03-14,4325.566666666667,-0.0007706060045742369
2023-03-15,4325.533333333334,-0.000770611942935151
2023-03-16,4325.5,-0.0007706178814292919
2023-03-17,4325.466666666666,-0.0007706238199900461
2023-03-18,4325.433333333333,-0.000770629758628516
2023-03-19,4325.4,-0.0007706356974002126
2023-03-20,4325.366666666667,-0.0007706416362163182
2023-03-21,4325.333333333333,-0.0007706475751656505
2023-03-22,4325.3,-0.000770653514170494
2023-03-23,4325.266666666666,-0.0007706594533085642
2023-03-24,4325.233333333334,-0.0007706653924910434
2023-03-25,4325.2,-0.0007706713318067493
2023-03-26,4325.166666666667,-0.0007706772711779664
2023-03-27,4325.133333333333,-0.000770683210671308
2023-03-28,4325.1,-0.0007706891502312629
2023-03-29,4325.066666666667,-0.0007706950899133425
2023-03-30,4325.033333333334,-0.0007707010296398309
2023-03-31,4325.0,-0.0007707069695106483
2023-04-01,4324.989010989011,-0.000254081178929777
2023-04-02,4324.978021978022,-0.00025408182450226136
2023-04-03,4324.9670329670325,-0.0002540824701080524
2023-04-04,4324.956043956044,-0.00025408311566943453
2023-04-05,4324.945054945055,-0.0002540837612530211
2023-04-06,4324.934065934066,-0.0002540844068366077
2023-04-07,4324.923076923077,-0.00025408505243129653
2023-04-08,4324.912087912088,-0.00025408569802598535
2023-04-09,4324.9010989010985,-0.00025408634364287863
2023-04-10,4324.89010989011,-0.000254086989215363
2023-04-11,4324.879120879121,-0.00025408763482115404
2023-04-12,4324.868131868132,-0.0002540882804269451
2023-04-13,4324.857142857143,-0.00025408892604383837
2023-04-14,4324.846153846154,-0.0002540895716496294
2023-04-15,4324.8351648351645,-0.00025409021728872716
2023-04-16,4324.824175824176,-0.000254090862883416
2023-04-17,4324.813186813187,-0.0002540915085114115
2023-04-18,4324.802197802198,-0.000254092154139407
2023-04-19,4324.791208791209,-0.0002540927997674025
2023-04-20,4324.780219780219,-0.0002540934454176025
2023-04-21,4324.7692307692305,-0.00025409409103449576
2023-04-22,4324.758241758242,-0.0002540947366735935
2023-04-23,4324.747252747253,-0.00025409538232379347
2023-04-24,4324.736263736264,-0.0002540960279628912
2023-04-25,4324.725274725275,-0.0002540966736130912
2023-04-26,4324.714285714285,-0.0002540973192854956
2023-04-27,4324.7032967032965,-0.00025409796492459336
2023-04-28,4324.692307692308,-0.00025409861058589556
2023-04-29,4324.681318681319,-0.00025409925624719776
2023-04-30,4324.67032967033,-0.00025409990190849996
2023-05-01,4324.659340659341,-0.0002541005475809044
2023-05-02,4324.648351648351,-0.0002541011932755133
2023-05-03,4324.6373626373625,-0.0002541018389368155
2023-05-04,4324.626373626374,-0.0002541024846092199
2023-05-05,4324.615384615385,-0.0002541031302927266
2023-05-06,4324.604395604396,-0.00025410377597623324
2023-05-07,4324.593406593406,-0.0002541044216930466
2023-05-08,4324.582417582417,-0.0002541050673543488
2023-05-09,4324.571428571428,-0.0002541057130600599
2023-05-10,4324.56043956044,-0.0002541063587546688
2023-05-11,4324.549450549451,-0.0002541070044603799
2023-05-12,4324.538461538462,-0.00025410765016609105
2023-05-13,4324.527472527472,-0.00025410829589400663
2023-05-14,4324.516483516483,-0.0002541089415775133
2023-05-15,4324.505494505494,-0.00025410958729432664
2023-05-16,4324.494505494506,-0.00025411023301114
2023-05-17,4324.483516483517,-0.0002541108787390556
2023-05-18,4324.472527472528,-0.00025411152446697116
2023-05-19,4324.461538461538,-0.000254112170205989
2023-05-20,4324.450549450549,-0.0002541128159228023
2023-05-21,4324.43956043956,-0.00025411346166182014
2023-05-22,4324.428571428572,-0.0002541141073897357
2023-05-23,4324.417582417583,-0.00025411475313985576
2023-05-24,4324.406593406594,-0.0002541153988788736
2023-05-25,4324.395604395604,-0.0002541160446511981
2023-05-26,4324.384615384615,-0.00025411669037911366
2023-05-27,4324.373626373626,-0.00025411733614033594
2023-05-28,4324.3626373626375,-0.000254117981890456
2023-05-29,4324.351648351649,-0.00025411862765167825
2023-05-30,4324.340659340659,-0.000254119273435105
2023-05-31,4324.32967032967,-0.00025411991918522503
2023-06-01,4324.318681318681,-0.00025412056495754953
2023-06-02,4324.307692307692,-0.00025412121072987404
2023-06-03,4324.2967032967035,-0.00025412185651330077
2023-06-04,4324.285714285715,-0.0002541225022856253
2023-06-05,4324.274725274725,-0.00025412314809125647
2023-06-06,4324.263736263736,-0.00025412379386358097
2023-06-07,4324.252747252747,-0.0002541244396470077
2023-06-08,4324.241758241758,-0.00025412508544153667
2023-06-09,4324.2307692307695,-0.00025412573124716786
2023-06-10,4324.219780219781,-0.0002541263770416968
2023-06-11,4324.208791208791,-0.0002541270228695325
2023-06-12,4324.197802197802,-0.0002541276686529592
2023-06-13,4324.186813186813,-0.00025412831446969264
2023-06-14,4324.175824175824,-0.00025412896027532383
2023-06-15,4324.1648351648355,-0.00025412960609205726
2023-06-16,4324.153846153846,-0.0002541302519420974
2023-06-17,4324.142857142857,-0.00025413089773662634
2023-06-18,4324.131868131868,-0.000254131543564462
2023-06-19,4324.120879120879,-0.00025413218939229765
2023-06-20,4324.10989010989,-0.00025413283523123553
2023-06-21,4324.0989010989015,-0.0002541334810701734
2023-06-22,4324.087912087912,-0.00025413412693131576
2023-06-23,4324.076923076923,-0.0002541347727480492
2023-06-24,4324.065934065934,-0.0002541354185980893
2023-06-25,4324.054945054945,-0.0002541360644481294
2023-06-26,4324.043956043956,-0.00025413671029816953
2023-06-27,4324.0329670329675,-0.0002541373561593119
2023-06-28,4324.021978021978,-0.00025413800203155645
2023-06-29,4324.010989010989,-0.00025413864788159657
2023-06-30,4324.0,-0.0002541392937427389
2023-07-01,4324.0,0.0
2023-07-02,4324.0,0.0
2023-07-03,4324.0,0.0
2023-07-04,4324.0,0.0
2023-07-05,4324.0,0.0
2023-07-06,4324.0,0.0
2023-07-07,4324.0,0.0
2023-07-08,4324.0,0.0
2023-07-09,4324.0,0.0
2023-07-10,4324.0,0.0
2023-07-11,4324.0,0.0
2023-07-12,4324.0,0.0
2023-07-13,4324.0,0.0
2023-07-14,4324.0,0.0
2023-07-15,4324.0,0.0
2023-07-16,4324.0,0.0
2023-07-17,4324.0,0.0
2023-07-18,4324.0,0.0
2023-07-19,4324.0,0.0
2023-07-20,4324.0,0.0
2023-07-21,4324.0,0.0
2023-07-22,4324.0,0.0
2023-07-23,4324.0,0.0
2023-07-24,4324.0,0.0
2023-07-25,4324.0,0.0
2023-07-26,4324.0,0.0
2023-07-27,4324.0,0.0
2023-07-28,4324.0,0.0
2023-07-29,4324.0,0.0
2023-07-30,4324.0,0.0
2023-07-31,4324.0,0.0
2023-08-01,4324.0,0.0
2023-08-02,4324.0,0.0
2023-08-03,4324.0,0.0
2023-08-04,4324.0,0.0
2023-08-05,4324.0,0.0
2023-08-06,4324.0,0.0
2023-08-07,4324.0,0.0
2023-08-08,4324.0,0.0
2023-08-09,4324.0,0.0
2023-08-10,4324.0,0.0
2023-08-11,4324.0,0.0
2023-08-12,4324.0,0.0
2023-08-13,4324.0,0.0
2023-08-14,4324.0,0.0
2023-08-15,4324.0,0.0
2023-08-16,4324.0,0.0
2023-08-17,4324.0,0.0
2023-08-18,4324.0,0.0
2023-08-19,4324.0,0.0
2023-08-20,4324.0,0.0
2023-08-21,4324.0,0.0
2023-08-22,4324.0,0.0
2023-08-23,4324.0,0.0
2023-08-24,4324.0,0.0
2023-08-25,4324.0,0.0
2023-08-26,4324.0,0.0
2023-08-27,4324.0,0.0
2023-08-28,4324.0,0.0
2023-08-29,4324.0,0.0
2023-08-30,4324.0,0.0
2023-08-31,4324.0,0.0
2023-09-01,4324.0,0.0
2023-09-02,4324.0,0.0
2023-09-03,4324.0,0.0
2023-09-04,4324.0,0.0
2023-09-05,4324.0,0.0
2023-09-06,4324.0,0.0
2023-09-07,4324.0,0.0
2023-09-08,4324.0,0.0
2023-09-09,4324.0,0.0
2023-09-10,4324.0,0.0
2023-09-11,4324.0,0.0
2023-09-12,4324.0,0.0
2023-09-13,4324.0,0.0
2023-09-14,4324.0,0.0
2023-09-15,4324.0,0.0
2023-09-16,4324.0,0.0
2023-09-17,4324.0,0.0
2023-09-18,4324.0,0.0
2023-09-19,4324.0,0.0
2023-09-20,4324.0,0.0
2023-09-21,4324.0,0.0
2023-09-22,4324.0,0.0
2023-09-23,4324.0,0.0
2023-09-24,4324.0,0.0
2023-09-25,4324.0,0.0
2023-09-26,4324.0,0.0
2023-09-27,4324.0,0.0
2023-09-28,4324.0,0.0
2023-09-29,4324.0,0.0
2023-09-30,4323.8279569892475,-0.003978793033132533
2023-10-01,4323.655913978495,-0.003978951347372028
2023-10-02,4323.4838709677415,-0.003979109674223658
2023-10-03,4323.311827956989,-0.003979268013643011
2023-10-04,4323.139784946236,-0.003979426365685601
2023-10-05,4322.967741935484,-0.003979584730329222
2023-10-06,4322.795698924731,-0.003979743107573874
2023-10-07,4322.623655913979,-0.00397990149743066
2023-10-08,4322.451612903225,-0.003980059899921784
2023-10-09,4322.279569892473,-0.00398021831496953
2023-10-10,4322.10752688172,-0.0039803767426516146
2023-10-11,4321.935483870968,-0.003980535182956935
2023-10-12,4321.763440860215,-0.003980693635863286
2023-10-13,4321.591397849463,-0.003980852101392873
2023-10-14,4321.419354838709,-0.0039810105795567985
2023-10-15,4321.247311827957,-0.003981169070288448
2023-10-16,4321.075268817204,-0.003981327573676641
2023-10-17,4320.903225806452,-0.003981486089676967
2023-10-18,4320.731182795699,-0.003981644618300528
2023-10-19,4320.559139784947,-0.003981803159558428
2023-10-20,4320.387096774193,-0.003981961713450666
2023-10-21,4320.215053763441,-0.003982120279943935
2023-10-22,4320.043010752688,-0.003982278859071542
2023-10-23,4319.870967741936,-0.003982437450833487
2023-10-24,4319.698924731183,-0.00398259605522977
2023-10-25,4319.5268817204305,-0.003982754672260391
2023-10-26,4319.354838709677,-0.003982913301947555
2023-10-27,4319.182795698925,-0.00398307194423575
2023-10-28,4319.010752688172,-0.003983230599169385
2023-10-29,4318.8387096774195,-0.0039833892667484605
2023-10-30,4318.666666666667,-0.003983547946972976
2023-10-31,4318.4946236559135,-0.003983706639865137
2023-11-01,4318.322580645161,-0.003983865345347226
2023-11-02,4318.1505376344085,-0.00398402406349696
2023-11-03,4317.978494623656,-0.003984182794303237
2023-11-04,4317.806451612903,-0.003984341537754954
2023-11-05,4317.634408602151,-0.003984500293852111
2023-11-06,4317.462365591397,-0.003984659062628015
2023-11-07,4317.290322580645,-0.003984817844016053
2023-11-08,4317.118279569892,-0.0039849766380717355
2023-11-09,4316.94623655914,-0.00398513544478396
2023-11-10,4316.774193548387,-0.00398529426416383
2023-11-11,4316.602150537635,-0.003985453096200242
2023-11-12,4316.430107526881,-0.003985611940915401
2023-11-13,4316.258064516129,-0.003985770798242694
2023-11-14,4316.086021505376,-0.003985929668270938
2023-11-15,4315.913978494624,-0.003986088550955724
2023-11-16,4315.741935483871,-0.003986247446308155
2023-11-17,4315.569892473119,-0.003986406354328231
2023-11-18,4315.397849462365,-0.003986565275038156
2023-11-19,4315.225806451613,-0.0039867242083824195
2023-11-20,4315.05376344086,-0.003986883154416532
2023-11-21,4314.881720430108,-0.003987042113129391
2023-11-22,4314.709677419355,-0.003987201084509895
2023-11-23,4314.537634408603,-0.003987360068580248
2023-11-24,4314.365591397849,-0.00398751906534045
2023-11-25,4314.193548387097,-0.003987678074746093
2023-11-26,4314.021505376344,-0.003987837096852687
2023-11-27,4313.8494623655915,-0.0039879961316380275
2023-11-28,4313.677419354839,-0.0039881551791132175
2023-11-29,4313.5053763440865,-0.003988314239278257
2023-11-30,4313.333333333333,-0.003988473312144247
2023-12-01,4313.1612903225805,-0.00398863239766678
2023-12-02,4312.989247311828,-0.003988791495890265
2023-12-03,4312.817204301075,-0.003988950606814701
2023-12-04,4312.645161290323,-0.003989109730428986
2023-12-05,4312.4731182795695,-0.003989268866766427
2023-12-06,4312.301075268817,-0.003989428015749308
2023-12-07,4312.129032258064,-0.003989587177466447
2023-12-08,4311.956989247312,-0.0039897463518734355
2023-12-09,4311.784946236559,-0.003989905538981375
2023-12-10,4311.612903225807,-0.003990064738801369
2023-12-11,4311.440860215053,-0.003990223951333416
2023-12-12,4311.268817204301,-0.00399038317654421
2023-12-13,4311.096774193548,-0.00399054241447816
2023-12-14,4310.924731182796,-0.003990701665113061
2023-12-15,4310.752688172043,-0.003990860928471118
2023-12-16,4310.580645161291,-0.003991020204541229
2023-12-17,4310.408602150537,-0.003991179493334496
2023-12-18,4310.236559139785,-0.003991338794806509
2023-12-19,4310.064516129032,-0.003991498109023883
2023-12-20,4309.89247311828,-0.003991657435953311
2023-12-21,4309.720430107527,-0.003991816775605894
2023-12-22,4309.548387096775,-0.0039919761279816335
2023-12-23,4309.376344086021,-0.003992135493091631
2023-12-24,4309.204301075269,-0.003992294870891477
2023-12-25,4309.032258064516,-0.0039924542614477865
2023-12-26,4308.860215053764,-0.003992613664716149
2023-12-27,4308.688172043011,-0.00399277308071877
2023-12-28,4308.5161290322585,-0.003992932509455649
2023-12-29,4308.344086021505,-0.003993091950937888
2023-12-30,4308.1720430107525,-0.003993251405121079
2023-12-31,4308.0,-0.003993410872060732
2024-01-01,4308.0,0.0
2024-01-02,4308.0,0.0
2024-01-03,4308.0,0.0
2024-01-04,4308.0,0.0
2024-01-05,4308.0,0.0
2024-01-06,4308.0,0.0
2024-01-07,4308.0,0.0
2024-01-08,4308.0,0.0
2024-01-09,4308.0,0.0
2024-01-10,4308.0,0.0
2024-01-11,4308.0,0.0
2024-01-12,4308.0,0.0
2024-01-13,4308.0,0.0
2024-01-14,4308.0,0.0
2024-01-15,4308.0,0.0
2024-01-16,4308.0,0.0
2024-01-17,4308.0,0.0
2024-01-18,4308.0,0.0
2024-01-19,4308.0,0.0
2024-01-20,4308.0,0.0
2024-01-21,4308.0,0.0
2024-01-22,4308.0,0.0
2024-01-23,4308.0,0.0
2024-01-24,4308.0,0.0
2024-01-25,4308.0,0.0
2024-01-26,4308.0,0.0
2024-01-27,4308.0,0.0
2024-01-28,4308.0,0.0
2024-01-29,4308.0,0.0
2024-01-30,4308.0,0.0
2024-01-31,4308.0,0.0
2024-02-01,4308.0,0.0
2024-02-02,4308.0,0.0
2024-02-03,4308.0,0.0
2024-02-04,4308.0,0.0
2024-02-05,4308.0,0.0
2024-02-06,4308.0,0.0
2024-02-07,4308.0,0.0
2024-02-08,4308.0,0.0
2024-02-09,4308.0,0.0
2024-02-10,4308.0,0.0
2024-02-11,4308.0,0.0
2024-02-12,4308.0,0.0
2024-02-13,4308.0,0.0
2024-02-14,4308.0,0.0
2024-02-15,4308.0,0.0
2024-02-16,4308.0,0.0
2024-02-17,4308.0,0.0
2024-02-18,4308.0,0.0
2024-02-19,4308.0,0.0
2024-02-20,4308.0,0.0
2024-02-21,4308.0,0.0
2024-02-22,4308.0,0.0
2024-02-23,4308.0,0.0
2024-02-24,4308.0,0.0
2024-02-25,4308.0,0.0
2024-02-26,4308.0,0.0
2024-02-27,4308.0,0.0
2024-02-28,4308.0,0.0
2024-02-29,4308.0,0.0
2024-03-01,4308.0,0.0
2024-03-02,4308.0,0.0
2024-03-03,4308.0,0.0
2024-03-04,4308.0,0.0
2024-03-05,4308.0,0.0
2024-03-06,4308.0,0.0
2024-03-07,4308.0,0.0
2024-03-08,4308.0,0.0
2024-03-09,4308.0,0.0
2024-03-10,4308.0,0.0
2024-03-11,4308.0,0.0
2024-03-12,4308.0,0.0
2024-03-13,4308.0,0.0
2024-03-14,4308.0,0.0
2024-03-15,4308.0,0.0
2024-03-16,4308.0,0.0
2024-03-17,4308.0,0.0
2024-03-18,4308.0,0.0
2024-03-19,4308.0,0.0
2024-03-20,4308.0,0.0
2024-03-21,4308.0,0.0
2024-03-22,4308.0,0.0
2024-03-23,4308.0,0.0
2024-03-24,4308.0,0.0
2024-03-25,4308.0,0.0
2024-03-26,4308.0,0.0
2024-03-27,4308.0,0.0
2024-03-28,4308.0,0.0
2024-03-29,4308.0,0.0
2024-03-30,4308.010989010989,0.00025508382053285317
2024-03-31,4308.021978021978,0.0002550831698533429
2024-04-01,4308.0329670329675,0.00025508251921824154
2024-04-02,4308.043956043956,0.0002550818685165268
2024-04-03,4308.054945054945,0.000255081217859221
2024-04-04,4308.065934065934,0.0002550805672019152
2024-04-05,4308.076923076923,0.0002550799165446094
2024-04-06,4308.087912087912,0.00025507926588730356
2024-04-07,4308.0989010989015,0.0002550786152522022
2024-04-08,4308.10989010989,0.00025507796457269194
2024-04-09,4308.120879120879,0.0002550773139375906
2024-04-10,4308.131868131868,0.0002550766632802848
2024-04-11,4308.142857142857,0.0002550760126451834
2024-04-12,4308.153846153846,0.0002550753620100821
2024-04-13,4308.1648351648355,0.0002550747113971852
2024-04-14,4308.175824175824,0.00025507406073987937
2024-04-15,4308.186813186813,0.0002550734101269825
2024-04-16,4308.197802197802,0.00025507275949188113
2024-04-17,4308.208791208791,0.00025507210887898424
2024-04-18,4308.219780219781,0.0002550714582882918
2024-04-19,4308.2307692307695,0.00025507080765319046
2024-04-20,4308.241758241758,0.00025507015704029357
2024-04-21,4308.252747252747,0.0002550695064273967
2024-04-22,4308.263736263736,0.00025506885583670424
2024-04-23,4308.274725274725,0.00025506820522380735
2024-04-24,4308.285714285715,0.0002550675546553194
2024-04-25,4308.2967032967035,0.0002550669040424225
2024-04-26,4308.307692307692,0.00025506625345173006
2024-04-27,4308.318681318681,0.00025506560286103763
2024-04-28,4308.32967032967,0.00025506495229254966
2024-04-29,4308.340659340659,0.00025506430170185723
2024-04-30,4308.351648351649,0.0002550636511555737
2024-05-01,4308.3626373626375,0.0002550630005648813
2024-05-02,4308.373626373626,0.0002550623499963933
2024-05-03,4308.384615384615,0.00025506169942790535
2024-05-04,4308.395604395604,0.0002550610488594174
2024-05-05,4308.406593406594,0.0002550603983131339
2024-05-06,4308.417582417583,0.0002550597477446459
2024-05-07,4308.428571428572,0.0002550590971983624
2024-05-08,4308.43956043956,0.0002550584466298744
2024-05-09,4308.450549450549,0.0002550577960835909
2024-05-10,4308.461538461538,0.00025505714555951187
2024-05-11,4308.472527472528,0.0002550564950354328
2024-05-12,4308.483516483517,0.00025505584446694485
2024-05-13,4308.494505494506,0.0002550551939428658
2024-05-14,4308.505494505494,0.00025505454341878675
2024-05-15,4308.516483516483,0.0002550538928947077
2024-05-16,4308.527472527472,0.00025505324237062865
2024-05-17,4308.538461538462,0.00025505259186875406
2024-05-18,4308.549450549451,0.00025505194132247055
2024-05-19,4308.56043956044,0.00025505129082059597
2024-05-20,4308.571428571428,0.0002550506402965169
2024-05-21,4308.582417582417,0.00025504998979464233
2024-05-22,4308.593406593406,0.00025504933929276774
2024-05-23,4308.604395604396,0.0002550486888130976
2024-05-24,4308.615384615385,0.00025504803828901856
2024-05-25,4308.626373626374,0.00025504738780934844
2024-05-26,4308.6373626373625,0.00025504673730747385
2024-05-27,4308.648351648351,0.0002550460868278037
2024-05-28,4308.659340659341,0.00025504543637033805
2024-05-29,4308.67032967033,0.00025504478586846346
2024-05-30,4308.681318681319,0.00025504413538879334
2024-05-31,4308.692307692308,0.0002550434849091232
2024-06-01,4308.7032967032965,0.0002550428344294531
2024-06-02,4308.714285714285,0.0002550421839719874
2024-06-03,4308.725274725275,0.0002550415335367262
2024-06-04,4308.736263736264,0.0002550408830570561
2024-06-05,4308.747252747253,0.0002550402325995904
2024-06-06,4308.758241758242,0.00025503958214212474
2024-06-07,4308.7692307692305,0.0002550389316846591
2024-06-08,4308.780219780219,0.00025503828124939787
2024-06-09,4308.791208791209,0.00025503763081413666
2024-06-10,4308.802197802198,0.000255036980356671
2024-06-11,4308.813186813187,0.0002550363299214098
2024-06-12,4308.824175824176,0.0002550356794861486
2024-06-13,4308.8351648351645,0.0002550350290508874
2024-06-14,4308.846153846154,0.0002550343786600351
2024-06-15,4308.857142857143,0.0002550337282025694
2024-06-16,4308.868131868132,0.0002550330777895127
2024-06-17,4308.879120879121,0.00025503242737645593
2024-06-18,4308.89010989011,0.0002550317769633992
2024-06-19,4308.9010989010985,0.00025503112655034244
2024-06-20,4308.912087912088,0.00025503047615949015
2024-06-21,4308.923076923077,0.00025502982572422894
2024-06-22,4308.934065934066,0.00025502917533337666
2024-06-23,4308.945054945055,0.00025502852494252437
2024-06-24,4308.956043956044,0.0002550278745516721
2024-06-25,4308.9670329670325,0.0002550272241608198
2024-06-26,4308.978021978022,0.000255026573792172
2024-06-27,4308.989010989011,0.0002550259233791152
2024-06-28,4309.0,0.0002550252730104674
2024-06-29,4309.010989010989,0.0002550246226196151
2024-06-30,4309.021978021978,0.0002550239722509673
2024-07-01,4309.0329670329675,0.0002550233219045239
2024-07-02,4309.043956043956,0.00025502267151367164
2024-07-03,4309.054945054945,0.0002550220211450238
2024-07-04,4309.065934065934,0.000255021370776376
2024-07-05,4309.076923076923,0.0002550207204299326
2024-07-06,4309.087912087912,0.00025502007008348926
2024-07-07,4309.0989010989015,0.0002550194197370459
2024-07-08,4309.10989010989,0.00025501876936839807
2024-07-09,4309.120879120879,0.00025501811904415916
2024-07-10,4309.131868131868,0.0002550174686977158
2024-07-11,4309.142857142857,0.00025501681835127243
2024-07-12,4309.153846153846,0.00025501616802703353
2024-07-13,4309.1648351648355,0.0002550155177027946
2024-07-14,4309.175824175824,0.00025501486735635126
2024-07-15,4309.186813186813,0.00025501421703211236
2024-07-16,4309.197802197802,0.00025501356670787345
2024-07-17,4309.208791208791,0.000255012916405839
2024-07-18,4309.219780219781,0.00025501226610380456
2024-07-19,4309.2307692307695,0.00025501161577956566
2024-07-20,4309.241758241758,0.0002550109654775312
2024-07-21,4309.252747252747,0.0002550103151532923
2024-07-22,4309.263736263736,0.00025500966487346233
2024-07-23,4309.274725274725,0.0002550090145714279
2024-07-24,4309.285714285715,0.0002550083642915979
2024-07-25,4309.2967032967035,0.00025500771398956346
2024-07-26,4309.307692307692,0.000255007063687529
2024-07-27,4309.318681318681,0.00025500641340769903
2024-07-28,4309.32967032967,0.00025500576312786905
2024-07-29,4309.340659340659,0.00025500511284803906
2024-07-30,4309.351648351649,0.00025500446259041354
2024-07-31,4309.3626373626375,0.00025500381231058356
2024-08-01,4309.373626373626,0.00025500316203075357
2024-08-02,4309.384615384615,0.00025500251177312805
2024-08-03,4309.395604395604,0.0002550018615155025
2024-08-04,4309.406593406594,0.00025500121128008146
2024-08-05,4309.417582417583,0.0002550005610002515
2024-08-06,4309.428571428572,0.00025499991074262596
2024-08-07,4309.43956043956,0.0002549992605072049
2024-08-08,4309.450549450549,0.00025499861024957937
2024-08-09,4309.461538461538,0.0002549979600141583
2024-08-10,4309.472527472528,0.0002549973098009417
2024-08-11,4309.483516483517,0.0002549966595433162
2024-08-12,4309.494505494506,0.0002549960093078951
2024-08-13,4309.505494505494,0.00025499535907247406
2024-08-14,4309.516483516483,0.00025499470885925746
2024-08-15,4309.527472527472,0.0002549940586238364
2024-08-16,4309.538461538462,0.00025499340843282425
2024-08-17,4309.549450549451,0.0002549927581974032
2024-08-18,4309.56043956044,0.0002549921079841866
2024-08-19,4309.571428571428,0.00025499145779317445
2024-08-20,4309.582417582417,0.00025499080757995785
2024-08-21,4309.593406593406,0.00025499015736674124
2024-08-22,4309.604395604396,0.00025498950719793356
2024-08-23,4309.615384615385,0.00025498885698471696
2024-08-24,4309.626373626374,0.0002549882067937048
2024-08-25,4309.6373626373625,0.0002549875566026927
2024-08-26,4309.648351648351,0.00025498690641168054
2024-08-27,4309.659340659341,0.0002549862562650773
2024-08-28,4309.67032967033,0.0002549856060518607
2024-08-29,4309.681318681319,0.00025498495588305303
2024-08-30,4309.692307692308,0.00025498430571424535
2024-08-31,4309.7032967032965,0.00025498365554543767
2024-09-01,4309.714285714285,0.00025498300537663
2024-09-02,4309.725274725275,0.00025498235523002677
2024-09-03,4309.736263736264,0.0002549817050612191
2024-09-04,4309.747252747253,0.00025498105491461587
2024-09-05,4309.758241758242,0.0002549804047458082
2024-09-06,4309.7692307692305,0.00025497975459920497
2024-09-07,4309.780219780219,0.00025497910445260175
2024-09-08,4309.791208791209,0.000254978454328203
2024-09-09,4309.802197802198,0.00025497780418159977
2024-09-10,4309.813186813187,0.00025497715403499654
2024-09-11,4309.824175824176,0.0002549765039105978
2024-09-12,4309.8351648351645,0.000254975853786199
2024-09-13,4309.846153846154,0.0002549752036840047
2024-09-14,4309.857142857143,0.0002549745535374015
2024-09-15,4309.868131868132,0.00025497390341300274
2024-09-16,4309.879120879121,0.00025497325331080845
2024-09-17,4309.89010989011,0.0002549726031864097
2024-09-18,4309.9010989010985,0.0002549719530842154
2024-09-19,4309.912087912088,0.00025497130300422555
2024-09-20,4309.923076923077,0.0002549706528798268
2024-09-21,4309.934065934066,0.0002549700027776325
2024-09-22,4309.945054945055,0.0002549693526754382
2024-09-23,4309.956043956044,0.00025496870259544835
2024-09-24,4309.9670329670325,0.00025496805249325405
2024-09-25,4309.978021978022,0.00025496740243546867
2024-09-26,4309.989010989011,0.00025496675233327437
2024-09-27,4310.0,0.00025496610225328453
2024-09-28,4309.9157894736845,-0.0019538405177654816
2024-09-29,4309.831578947368,-0.001953878693450317
2024-09-30,4309.747368421053,-0.001953916870600647
2024-10-01,4309.663157894737,-0.0019539550492608804
2024-10-02,4309.578947368421,-0.001953993229431017
2024-10-03,4309.494736842105,-0.0019540314110444434
2024-10-04,4309.41052631579,-0.0019540695941788755
2024-10-05,4309.3263157894735,-0.001954107778823211
2024-10-06,4309.242105263158,-0.0019541459649219384
2024-10-07,4309.1578947368425,-0.0019541841525416714
2024-10-08,4309.073684210526,-0.0019542223416602056
2024-10-09,4308.989473684211,-0.001954260532233132
2024-10-10,4308.905263157894,-0.001954298724349268
2024-10-11,4308.821052631579,-0.0019543369179086945
2024-10-12,4308.736842105263,-0.001954375112978024
2024-10-13,4308.652631578947,-0.001954413309568359
2024-10-14,4308.5684210526315,-0.0019544515076130864
