Date,Short Interest,Close,Average Daily Volume,Short Interest Ratio,Short Interest_roc,Average Daily Volume_roc,Short Interest Ratio_roc
2020-12-31 00:00:00,25146216,54.84,11295025,2.226309017,0.007966458,-0.19611693,0.253871981
2021-01-01 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-02 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-03 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-04 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-05 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-06 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-07 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-08 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-09 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-10 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-11 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-12 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-13 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-14 00:00:00,25146216,54.84,11295025,2.226309017,0,0,0
2021-01-15 00:00:00,19948775,48.7,25857607,0.771485737,-0.206688792,1.289291701,-0.653468709
2021-01-16 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-17 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-18 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-19 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-20 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-21 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-22 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-23 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-24 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-25 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-26 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-27 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-28 00:00:00,19948775,48.7,25857607,0.771485737,0,0,0
2021-01-29 00:00:00,22717639,48.15,17289547,1.313952239,0.138798698,-0.331355489,0.703145212
2021-01-30 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-01-31 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-01 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-02 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-03 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-04 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-05 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-06 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-07 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-08 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-09 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-10 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-11 00:00:00,22717639,48.15,17289547,1.313952239,0,0,0
2021-02-12 00:00:00,23097701,50.69,14843708,1.556060049,0.01672982,-0.141463452,0.184259216
2021-02-13 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-14 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-15 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-16 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-17 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-18 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-19 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-20 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-21 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-22 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-23 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-24 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-25 00:00:00,23097701,50.69,14843708,1.556060049,0,0,0
2021-02-26 00:00:00,21894339,48.99,12874305,1.700622985,-0.052098778,-0.132675946,0.092903186
2021-02-27 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-02-28 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-01 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-02 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-03 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-04 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-05 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-06 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-07 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-08 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-09 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-10 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-11 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-12 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-13 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-14 00:00:00,21894339,48.99,12874305,1.700622985,0,0,0
2021-03-15 00:00:00,21237899,51.03,17175747,1.236505114,-0.029982179,0.334110618,-0.272910501
2021-03-16 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-17 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-18 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-19 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-20 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-21 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-22 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-23 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-24 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-25 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-26 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-27 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-28 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-29 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-30 00:00:00,21237899,51.03,17175747,1.236505114,0,0,0
2021-03-31 00:00:00,29798248,52.71,19501647,1.527986226,0.403069484,0.135417691,0.235729807
2021-04-01 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-02 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-03 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-04 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-05 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-06 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-07 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-08 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-09 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-10 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-11 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-12 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-13 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-14 00:00:00,29798248,52.71,19501647,1.527986226,0,0,0
2021-04-15 00:00:00,24787829,53.33,10782871,2.298815316,-0.168144751,-0.447078957,0.504473847
2021-04-16 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-17 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-18 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-19 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-20 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-21 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-22 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-23 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-24 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-25 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-26 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-27 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-28 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-29 00:00:00,24787829,53.33,10782871,2.298815316,0,0,0
2021-04-30 00:00:00,27740653,53.98,12271938,2.260494879,0.119123946,0.138095596,-0.016669646
2021-05-01 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-02 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-03 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-04 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-05 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-06 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-07 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-08 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-09 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-10 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-11 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-12 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-13 00:00:00,27740653,53.98,12271938,2.260494879,0,0,0
2021-05-14 00:00:00,31026629,54.73,11313109,2.742537794,0.118453448,-0.078131832,0.21324663
2021-05-15 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-16 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-17 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-18 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-19 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-20 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-21 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-22 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-23 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-24 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-25 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-26 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-27 00:00:00,31026629,54.73,11313109,2.742537794,0,0,0
2021-05-28 00:00:00,35006625,55.29,16487645,2.123203465,0.128276778,0.457392924,-0.225825267
2021-05-29 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-05-30 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-05-31 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-01 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-02 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-03 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-04 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-05 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-06 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-07 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-08 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-09 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-10 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-11 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-12 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-13 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-14 00:00:00,35006625,55.29,16487645,2.123203465,0,0,0
2021-06-15 00:00:00,24988625,55.41,12807805,1.951046647,-0.286174403,-0.223187726,-0.081083524
2021-06-16 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-17 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-18 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-19 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-20 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-21 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-22 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-23 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-24 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-25 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-26 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-27 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-28 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-29 00:00:00,24988625,55.41,12807805,1.951046647,0,0,0
2021-06-30 00:00:00,25354239,54.11,14997526,1.69056143,0.014631217,0.170967703,-0.133510502
2021-07-01 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-02 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-03 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-04 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-05 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-06 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-07 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-08 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-09 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-10 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-11 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-12 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-13 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-14 00:00:00,25354239,54.11,14997526,1.69056143,0,0,0
2021-07-15 00:00:00,25366495,56.44,14361597,1.766272581,0.000483391,-0.04240226,0.04478462
2021-07-16 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-17 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-18 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-19 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-20 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-21 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-22 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-23 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-24 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-25 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-26 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-27 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-28 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-29 00:00:00,25366495,56.44,14361597,1.766272581,0,0,0
2021-07-30 00:00:00,32051341,57.03,13615464,2.354039569,0.263530535,-0.051953345,0.332772526
2021-07-31 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-01 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-02 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-03 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-04 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-05 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-06 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-07 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-08 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-09 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-10 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-11 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-12 00:00:00,32051341,57.03,13615464,2.354039569,0,0,0
2021-08-13 00:00:00,28462020,57.23,9272897,3.069377348,-0.111986609,-0.318943739,0.303876701
2021-08-14 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-15 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-16 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-17 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-18 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-19 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-20 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-21 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-22 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-23 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-24 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-25 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-26 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-27 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-28 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-29 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-30 00:00:00,28462020,57.23,9272897,3.069377348,0,0,0
2021-08-31 00:00:00,28160082,56.31,10633969,2.648125267,-0.010608453,0.146779588,-0.137243497
2021-09-01 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-02 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-03 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-04 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-05 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-06 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-07 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-08 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-09 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-10 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-11 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-12 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-13 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-14 00:00:00,28160082,56.31,10633969,2.648125267,0,0,0
2021-09-15 00:00:00,27505339,55.88,13953033,1.971280294,-0.023250749,0.312119022,-0.255594016
2021-09-16 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-17 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-18 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-19 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-20 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-21 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-22 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-23 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-24 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-25 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-26 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-27 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-28 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-29 00:00:00,27505339,55.88,13953033,1.971280294,0,0,0
2021-09-30 00:00:00,33833500,52.47,17725800,1.90871498,0.230070278,0.270390459,-0.031738416
2021-10-01 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-02 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-03 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-04 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-05 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-06 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-07 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-08 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-09 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-10 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-11 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-12 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-13 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-14 00:00:00,33833500,52.47,17725800,1.90871498,0,0,0
2021-10-15 00:00:00,33519092,54.48,16076154,2.08501934,-0.009292802,-0.093064685,0.092368091
2021-10-16 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-17 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-18 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-19 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-20 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-21 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-22 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-23 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-24 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-25 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-26 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-27 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-28 00:00:00,33519092,54.48,16076154,2.08501934,0,0,0
2021-10-29 00:00:00,31869367,56.37,15497569,2.056410718,-0.049217473,-0.035990262,-0.013721034
2021-10-30 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-10-31 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-01 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-02 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-03 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-04 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-05 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-06 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-07 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-08 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-09 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-10 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-11 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-12 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-13 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-14 00:00:00,31869367,56.37,15497569,2.056410718,0,0,0
2021-11-15 00:00:00,30746708,56.62,10650169,2.886969024,-0.0352269,-0.312784541,0.403887364
2021-11-16 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-17 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-18 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-19 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-20 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-21 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-22 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-23 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-24 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-25 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-26 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-27 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-28 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-29 00:00:00,30746708,56.62,10650169,2.886969024,0,0,0
2021-11-30 00:00:00,24026403,52.45,16953261,1.417214246,-0.218569903,0.591830233,-0.509099601
2021-12-01 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-02 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-03 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-04 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-05 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-06 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-07 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-08 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-09 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-10 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-11 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-12 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-13 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-14 00:00:00,24026403,52.45,16953261,1.417214246,0,0,0
2021-12-15 00:00:00,31079912,58.06,22130831,1.404371666,0.293573241,0.305402601,-0.009061848
2021-12-16 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-17 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-18 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-19 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-20 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-21 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-22 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-23 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-24 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-25 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-26 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-27 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-28 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-29 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-30 00:00:00,31079912,58.06,22130831,1.404371666,0,0,0
2021-12-31 00:00:00,31874471,59.21,16671003,1.911970803,0.025565034,-0.246706868,0.361442166
2022-01-01 00:00:00,31874471,59.21,16671003,1.911970803,0,0,0
