Date,M2_Value,Daily_Change
2020-08-17,18350.225806451614,0.5887096774193548
2020-08-18,18352.509677419355,0.574516129032258
2020-08-19,18354.793548387097,0.5603225806451613
2020-08-20,18357.07741935484,0.5461290322580645
2020-08-21,18359.36129032258,0.5319354838709678
2020-08-22,18361.645161290322,0.5177419354838709
2020-08-23,18363.929032258064,0.5035483870967742
2020-08-24,18366.21290322581,0.4893548387096774
2020-08-25,18368.49677419355,0.47516129032258064
2020-08-26,18370.780645161292,0.46096774193548384
2020-08-27,18373.064516129034,0.4467741935483871
2020-08-28,18375.348387096776,0.4325806451612903
2020-08-29,18377.632258064517,0.41838709677419356
2020-08-30,18379.91612903226,0.40419354838709676
2020-08-31,18382.2,0.39
2020-09-01,18389.68666666667,0.4176666666666667
2020-09-02,18397.173333333332,0.44533333333333336
2020-09-03,18404.66,0.473
2020-09-04,18412.146666666667,0.5006666666666667
2020-09-05,18419.633333333335,0.5283333333333333
2020-09-06,18427.12,0.556
2020-09-07,18434.606666666667,0.5836666666666667
2020-09-08,18442.093333333334,0.6113333333333333
2020-09-09,18449.58,0.639
2020-09-10,18457.066666666666,0.6666666666666667
2020-09-11,18464.553333333333,0.6943333333333334
2020-09-12,18472.04,0.722
2020-09-13,18479.52666666667,0.7496666666666667
2020-09-14,18487.013333333332,0.7773333333333333
2020-09-15,18494.5,0.8049999999999999
2020-09-16,18501.986666666668,0.8326666666666667
2020-09-17,18509.47333333333,0.8603333333333334
2020-09-18,18516.96,0.888
2020-09-19,18524.446666666667,0.9156666666666666
2020-09-20,18531.933333333334,0.9433333333333334
2020-09-21,18539.42,0.971
2020-09-22,18546.906666666666,0.9986666666666667
2020-09-23,18554.393333333333,1.0263333333333333
2020-09-24,18561.88,1.0539999999999998
2020-09-25,18569.366666666665,1.0816666666666666
2020-09-26,18576.853333333333,1.1093333333333333
2020-09-27,18584.34,1.137
2020-09-28,18591.826666666668,1.1646666666666667
2020-09-29,18599.31333333333,1.1923333333333335
2020-09-30,18606.8,1.22
2020-10-01,18611.68064516129,1.206774193548387
2020-10-02,18616.56129032258,1.1935483870967742
2020-10-03,18621.441935483872,1.1803225806451612
2020-10-04,18626.32258064516,1.1670967741935483
2020-10-05,18631.20322580645,1.1538709677419354
2020-10-06,18636.08387096774,1.1406451612903226
2020-10-07,18640.964516129032,1.1274193548387097
2020-10-08,18645.845161290323,1.1141935483870968
2020-10-09,18650.725806451614,1.100967741935484
2020-10-10,18655.6064516129,1.0877419354838709
2020-10-11,18660.48709677419,1.074516129032258
2020-10-12,18665.367741935483,1.0612903225806452
2020-10-13,18670.248387096774,1.0480645161290323
2020-10-14,18675.129032258064,1.0348387096774194
2020-10-15,18680.009677419355,1.0216129032258063
2020-10-16,18684.890322580643,1.0083870967741935
2020-10-17,18689.770967741933,0.9951612903225806
2020-10-18,18694.651612903224,0.9819354838709677
2020-10-19,18699.532258064515,0.9687096774193549
2020-10-20,18704.412903225806,0.955483870967742
2020-10-21,18709.293548387097,0.942258064516129
2020-10-22,18714.174193548384,0.9290322580645162
2020-10-23,18719.054838709675,0.9158064516129032
2020-10-24,18723.935483870966,0.9025806451612903
2020-10-25,18728.816129032257,0.8893548387096775
2020-10-26,18733.696774193548,0.8761290322580646
2020-10-27,18738.57741935484,0.8629032258064516
2020-10-28,18743.458064516126,0.8496774193548388
2020-10-29,18748.338709677417,0.8364516129032258
2020-10-30,18753.219354838708,0.8232258064516129
2020-10-31,18758.1,0.81
2020-11-01,18765.27333333333,0.8213333333333334
2020-11-02,18772.446666666667,0.8326666666666667
2020-11-03,18779.62,0.8440000000000001
2020-11-04,18786.79333333333,0.8553333333333334
2020-11-05,18793.966666666667,0.8666666666666667
2020-11-06,18801.14,0.878
2020-11-07,18808.31333333333,0.8893333333333333
2020-11-08,18815.486666666664,0.9006666666666667
2020-11-09,18822.66,0.912
2020-11-10,18829.833333333332,0.9233333333333333
2020-11-11,18837.006666666664,0.9346666666666666
2020-11-12,18844.18,0.946
2020-11-13,18851.353333333333,0.9573333333333334
2020-11-14,18858.526666666665,0.9686666666666667
2020-11-15,18865.699999999997,0.98
2020-11-16,18872.873333333333,0.9913333333333333
2020-11-17,18880.046666666665,1.0026666666666666
2020-11-18,18887.219999999998,1.014
2020-11-19,18894.393333333333,1.0253333333333332
2020-11-20,18901.566666666666,1.0366666666666666
2020-11-21,18908.739999999998,1.048
2020-11-22,18915.913333333334,1.0593333333333332
2020-11-23,18923.086666666666,1.0706666666666667
2020-11-24,18930.26,1.0819999999999999
2020-11-25,18937.433333333334,1.0933333333333333
2020-11-26,18944.606666666667,1.1046666666666667
2020-11-27,18951.78,1.1159999999999999
2020-11-28,18958.95333333333,1.1273333333333333
2020-11-29,18966.126666666667,1.1386666666666665
2020-11-30,18973.3,1.15
2020-12-01,18977.719354838708,1.1361290322580644
2020-12-02,18982.13870967742,1.1222580645161289
2020-12-03,18986.558064516128,1.1083870967741936
2020-12-04,18990.977419354836,1.094516129032258
2020-12-05,18995.39677419355,1.0806451612903225
2020-12-06,18999.816129032257,1.066774193548387
2020-12-07,19004.235483870965,1.0529032258064515
2020-12-08,19008.654838709677,1.0390322580645162
2020-12-09,19013.074193548386,1.0251612903225806
2020-12-10,19017.493548387098,1.011290322580645
2020-12-11,19021.912903225806,0.9974193548387096
2020-12-12,19026.332258064514,0.9835483870967742
2020-12-13,19030.751612903226,0.9696774193548386
2020-12-14,19035.170967741935,0.9558064516129032
2020-12-15,19039.590322580643,0.9419354838709677
2020-12-16,19044.009677419355,0.9280645161290322
2020-12-17,19048.429032258064,0.9141935483870968
2020-12-18,19052.848387096772,0.9003225806451612
2020-12-19,19057.267741935484,0.8864516129032258
2020-12-20,19061.687096774192,0.8725806451612903
2020-12-21,19066.1064516129,0.8587096774193548
2020-12-22,19070.525806451613,0.8448387096774193
2020-12-23,19074.94516129032,0.8309677419354838
2020-12-24,19079.364516129033,0.8170967741935484
2020-12-25,19083.78387096774,0.8032258064516129
2020-12-26,19088.20322580645,0.7893548387096774
2020-12-27,19092.622580645162,0.7754838709677419
2020-12-28,19097.04193548387,0.7616129032258064
2020-12-29,19101.46129032258,0.747741935483871
2020-12-30,19105.88064516129,0.7338709677419355
2020-12-31,19110.3,0.72
2021-01-01,19117.548387096773,0.7348387096774194
2021-01-02,19124.796774193546,0.7496774193548387
2021-01-03,19132.045161290323,0.7645161290322581
2021-01-04,19139.293548387097,0.7793548387096774
2021-01-05,19146.54193548387,0.7941935483870968
2021-01-06,19153.790322580644,0.8090322580645161
2021-01-07,19161.038709677418,0.8238709677419355
2021-01-08,19168.287096774195,0.8387096774193548
2021-01-09,19175.535483870968,0.8535483870967742
2021-01-10,19182.78387096774,0.8683870967741936
2021-01-11,19190.032258064515,0.8832258064516129
2021-01-12,19197.28064516129,0.8980645161290322
2021-01-13,19204.529032258066,0.9129032258064516
2021-01-14,19211.77741935484,0.927741935483871
2021-01-15,19219.025806451613,0.9425806451612903
2021-01-16,19226.274193548386,0.9574193548387097
2021-01-17,19233.52258064516,0.972258064516129
2021-01-18,19240.770967741933,0.9870967741935484
2021-01-19,19248.01935483871,1.0019354838709678
2021-01-20,19255.267741935484,1.016774193548387
2021-01-21,19262.516129032258,1.0316129032258063
2021-01-22,19269.76451612903,1.0464516129032257
2021-01-23,19277.012903225805,1.0612903225806452
2021-01-24,19284.26129032258,1.0761290322580646
2021-01-25,19291.509677419355,1.0909677419354837
2021-01-26,19298.75806451613,1.1058064516129031
2021-01-27,19306.006451612902,1.1206451612903225
2021-01-28,19313.254838709676,1.135483870967742
2021-01-29,19320.503225806453,1.1503225806451614
2021-01-30,19327.751612903226,1.1651612903225805
2021-01-31,19335.0,1.18
2021-02-01,19343.435714285715,1.1814285714285713
2021-02-02,19351.87142857143,1.1828571428571428
2021-02-03,19360.307142857142,1.1842857142857142
2021-02-04,19368.742857142857,1.1857142857142857
2021-02-05,19377.178571428572,1.187142857142857
2021-02-06,19385.614285714284,1.1885714285714286
2021-02-07,19394.05,1.19
2021-02-08,19402.485714285714,1.1914285714285713
2021-02-09,19410.92142857143,1.1928571428571428
2021-02-10,19419.357142857145,1.1942857142857142
2021-02-11,19427.792857142857,1.1957142857142857
2021-02-12,19436.22857142857,1.197142857142857
2021-02-13,19444.664285714287,1.1985714285714286
2021-02-14,19453.1,1.2
2021-02-15,19461.535714285714,1.2014285714285713
2021-02-16,19469.97142857143,1.2028571428571428
2021-02-17,19478.407142857144,1.2042857142857142
2021-02-18,19486.84285714286,1.2057142857142857
2021-02-19,19495.27857142857,1.207142857142857
2021-02-20,19503.714285714286,1.2085714285714286
2021-02-21,19512.15,1.21
2021-02-22,19520.585714285713,1.2114285714285713
2021-02-23,19529.02142857143,1.2128571428571429
2021-02-24,19537.457142857143,1.2142857142857142
2021-02-25,19545.89285714286,1.2157142857142857
2021-02-26,19554.328571428574,1.217142857142857
2021-02-27,19562.764285714286,1.2185714285714286
2021-02-28,19571.2,1.22
2021-03-01,19578.90322580645,1.22
2021-03-02,19586.606451612904,1.22
2021-03-03,19594.309677419355,1.22
2021-03-04,19602.01290322581,1.22
2021-03-05,19609.71612903226,1.22
2021-03-06,19617.419354838712,1.22
2021-03-07,19625.122580645162,1.22
2021-03-08,19632.825806451612,1.22
2021-03-09,19640.529032258066,1.22
2021-03-10,19648.232258064516,1.22
2021-03-11,19655.93548387097,1.22
2021-03-12,19663.63870967742,1.22
2021-03-13,19671.34193548387,1.22
2021-03-14,19679.045161290323,1.22
2021-03-15,19686.748387096774,1.22
2021-03-16,19694.451612903227,1.22
2021-03-17,19702.154838709677,1.22
2021-03-18,19709.85806451613,1.22
2021-03-19,19717.56129032258,1.22
2021-03-20,19725.26451612903,1.22
2021-03-21,19732.967741935485,1.22
2021-03-22,19740.670967741935,1.22
2021-03-23,19748.37419354839,1.22
2021-03-24,19756.07741935484,1.22
2021-03-25,19763.78064516129,1.22
2021-03-26,19771.483870967742,1.22
2021-03-27,19779.187096774192,1.22
2021-03-28,19786.890322580646,1.22
2021-03-29,19794.593548387096,1.22
2021-03-30,19802.29677419355,1.22
2021-03-31,19810.0,1.22
2021-04-01,19820.776666666665,1.2336666666666667
2021-04-02,19831.553333333333,1.2473333333333334
2021-04-03,19842.33,1.261
2021-04-04,19853.106666666667,1.2746666666666666
2021-04-05,19863.88333333333,1.2883333333333333
2021-04-06,19874.66,1.302
2021-04-07,19885.43666666667,1.3156666666666665
2021-04-08,19896.213333333333,1.3293333333333333
2021-04-09,19906.989999999998,1.343
2021-04-10,19917.766666666666,1.3566666666666667
2021-04-11,19928.543333333335,1.3703333333333332
2021-04-12,19939.32,1.384
2021-04-13,19950.096666666665,1.3976666666666666
2021-04-14,19960.873333333333,1.4113333333333333
2021-04-15,19971.65,1.4249999999999998
2021-04-16,19982.426666666666,1.4386666666666665
2021-04-17,19993.20333333333,1.4523333333333333
2021-04-18,20003.98,1.466
2021-04-19,20014.756666666668,1.4796666666666667
2021-04-20,20025.533333333333,1.4933333333333332
2021-04-21,20036.309999999998,1.507
2021-04-22,20047.086666666666,1.5206666666666666
2021-04-23,20057.863333333335,1.534333333333333
2021-04-24,20068.64,1.548
2021-04-25,20079.416666666664,1.5616666666666665
2021-04-26,20090.193333333333,1.5753333333333333
2021-04-27,20100.97,1.589
2021-04-28,20111.746666666666,1.6026666666666665
2021-04-29,20122.52333333333,1.6163333333333332
2021-04-30,20133.3,1.63
2021-05-01,20143.122580645162,1.6261290322580644
2021-05-02,20152.94516129032,1.6222580645161289
2021-05-03,20162.767741935484,1.6183870967741933
2021-05-04,20172.590322580643,1.614516129032258
2021-05-05,20182.412903225806,1.6106451612903225
2021-05-06,20192.235483870965,1.606774193548387
2021-05-07,20202.058064516128,1.6029032258064515
2021-05-08,20211.88064516129,1.599032258064516
2021-05-09,20221.70322580645,1.5951612903225805
2021-05-10,20231.525806451613,1.5912903225806452
2021-05-11,20241.348387096772,1.5874193548387097
2021-05-12,20251.170967741935,1.5835483870967741
2021-05-13,20260.993548387098,1.5796774193548386
2021-05-14,20270.816129032257,1.5758064516129031
2021-05-15,20280.63870967742,1.5719354838709676
2021-05-16,20290.46129032258,1.5680645161290323
2021-05-17,20300.28387096774,1.5641935483870968
2021-05-18,20310.1064516129,1.5603225806451613
2021-05-19,20319.929032258064,1.5564516129032258
2021-05-20,20329.751612903226,1.5525806451612902
2021-05-21,20339.574193548386,1.5487096774193547
2021-05-22,20349.39677419355,1.5448387096774194
2021-05-23,20359.219354838708,1.540967741935484
2021-05-24,20369.04193548387,1.5370967741935484
2021-05-25,20378.864516129033,1.5332258064516129
2021-05-26,20388.687096774192,1.5293548387096774
2021-05-27,20398.509677419355,1.5254838709677419
2021-05-28,20408.332258064514,1.5216129032258066
2021-05-29,20418.154838709677,1.517741935483871
2021-05-30,20427.977419354836,1.5138709677419355
2021-05-31,20437.8,1.51
2021-06-01,20439.27333333333,1.467
2021-06-02,20440.746666666666,1.424
2021-06-03,20442.22,1.381
2021-06-04,20443.693333333333,1.338
2021-06-05,20445.166666666664,1.295
2021-06-06,20446.64,1.252
2021-06-07,20448.113333333335,1.209
2021-06-08,20449.586666666666,1.166
2021-06-09,20451.059999999998,1.123
2021-06-10,20452.533333333333,1.08
2021-06-11,20454.006666666668,1.037
2021-06-12,20455.48,0.994
2021-06-13,20456.95333333333,0.951
2021-06-14,20458.426666666666,0.9079999999999999
2021-06-15,20459.9,0.865
2021-06-16,20461.373333333333,0.822
2021-06-17,20462.846666666665,0.7789999999999999
2021-06-18,20464.32,0.736
2021-06-19,20465.793333333335,0.693
2021-06-20,20467.266666666666,0.6499999999999999
2021-06-21,20468.739999999998,0.607
2021-06-22,20470.213333333333,0.564
2021-06-23,20471.68666666667,0.5209999999999999
2021-06-24,20473.16,0.478
2021-06-25,20474.63333333333,0.43499999999999983
2021-06-26,20476.106666666667,0.3919999999999999
2021-06-27,20477.58,0.349
2021-06-28,20479.053333333333,0.3059999999999998
2021-06-29,20480.526666666665,0.2629999999999999
2021-06-30,20482.0,0.22
2021-07-01,20486.893548387096,0.2367741935483871
2021-07-02,20491.787096774195,0.2535483870967742
2021-07-03,20496.68064516129,0.2703225806451613
2021-07-04,20501.574193548386,0.2870967741935484
2021-07-05,20506.467741935485,0.30387096774193545
2021-07-06,20511.36129032258,0.3206451612903226
2021-07-07,20516.254838709676,0.33741935483870966
2021-07-08,20521.148387096775,0.35419354838709677
2021-07-09,20526.04193548387,0.3709677419354839
2021-07-10,20530.93548387097,0.3877419354838709
2021-07-11,20535.829032258065,0.4045161290322581
2021-07-12,20540.72258064516,0.42129032258064514
2021-07-13,20545.61612903226,0.43806451612903224
2021-07-14,20550.509677419355,0.45483870967741935
2021-07-15,20555.40322580645,0.4716129032258064
2021-07-16,20560.29677419355,0.48838709677419356
2021-07-17,20565.190322580645,0.5051612903225806
2021-07-18,20570.08387096774,0.5219354838709678
2021-07-19,20574.97741935484,0.5387096774193548
2021-07-20,20579.870967741936,0.5554838709677419
2021-07-21,20584.76451612903,0.572258064516129
2021-07-22,20589.65806451613,0.5890322580645161
2021-07-23,20594.551612903226,0.6058064516129033
2021-07-24,20599.445161290325,0.6225806451612903
2021-07-25,20604.33870967742,0.6393548387096774
2021-07-26,20609.232258064516,0.6561290322580645
2021-07-27,20614.125806451615,0.6729032258064516
2021-07-28,20619.01935483871,0.6896774193548387
2021-07-29,20623.912903225806,0.7064516129032258
2021-07-30,20628.806451612905,0.7232258064516128
2021-07-31,20633.7,0.74
2021-08-01,20640.5,0.7490322580645161
2021-08-02,20647.3,0.7580645161290323
2021-08-03,20654.100000000002,0.7670967741935484
2021-08-04,20660.9,0.7761290322580645
2021-08-05,20667.7,0.7851612903225806
2021-08-06,20674.5,0.7941935483870968
2021-08-07,20681.3,0.8032258064516129
2021-08-08,20688.100000000002,0.812258064516129
2021-08-09,20694.9,0.8212903225806452
2021-08-10,20701.7,0.8303225806451613
2021-08-11,20708.5,0.8393548387096774
2021-08-12,20715.3,0.8483870967741935
2021-08-13,20722.100000000002,0.8574193548387097
2021-08-14,20728.9,0.8664516129032258
2021-08-15,20735.7,0.8754838709677419
2021-08-16,20742.5,0.8845161290322581
2021-08-17,20749.3,0.8935483870967742
2021-08-18,20756.1,0.9025806451612903
2021-08-19,20762.9,0.9116129032258065
2021-08-20,20769.7,0.9206451612903226
2021-08-21,20776.5,0.9296774193548387
2021-08-22,20783.3,0.9387096774193548
2021-08-23,20790.1,0.947741935483871
2021-08-24,20796.9,0.9567741935483871
2021-08-25,20803.7,0.9658064516129032
2021-08-26,20810.5,0.9748387096774194
2021-08-27,20817.3,0.9838709677419355
2021-08-28,20824.1,0.9929032258064516
2021-08-29,20830.9,1.0019354838709678
2021-08-30,20837.7,1.0109677419354839
2021-08-31,20844.5,1.02
2021-09-01,20848.816666666666,1.0066666666666666
2021-09-02,20853.133333333335,0.9933333333333334
2021-09-03,20857.45,0.98
2021-09-04,20861.766666666666,0.9666666666666667
2021-09-05,20866.083333333332,0.9533333333333334
2021-09-06,20870.4,0.9400000000000001
2021-09-07,20874.716666666667,0.9266666666666666
2021-09-08,20879.033333333333,0.9133333333333333
2021-09-09,20883.35,0.9
2021-09-10,20887.666666666668,0.8866666666666667
2021-09-11,20891.983333333334,0.8733333333333333
2021-09-12,20896.3,0.86
2021-09-13,20900.616666666665,0.8466666666666667
2021-09-14,20904.933333333334,0.8333333333333334
