Date,Return on Common Equity,Return on Assets,Return on Invested Capital,EBITDA Margin,Operating Margin,Net Income Margin,EPS Diluted,Dividend per Share,Current Ratio,Quick Ratio,Return on Common Equity_roc,Return on Assets_roc,Return on Invested Capital_roc,EBITDA Margin_roc,Operating Margin_roc,Net Income Margin_roc,EPS Diluted_roc,Dividend per Share_roc,Current Ratio_roc,Quick Ratio_roc
2020-12-24 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-25 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-26 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-27 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-28 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-29 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-30 00:00:00,44.657,9.0273,10.4396,30.6981,26.5603,20.0763,-33.3333,2.5,1.1309,0.928,0,0,0,0,0,0,0,0,0,0
2020-12-31 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,-0.093638175,-0.011753237,-0.000363999,0.047129953,0.022251255,-0.157783058,-0.17021117,0,0.165178177,0.0375
2021-01-01 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-02 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-03 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-04 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-05 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-06 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-07 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-08 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-09 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-10 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-11 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-12 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-13 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-14 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-15 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-16 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-17 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-18 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-19 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-20 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-21 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-22 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-23 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-24 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-25 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-26 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-27 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-28 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-29 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-30 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-01-31 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-01 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-02 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-03 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-04 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-05 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-06 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-07 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-08 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-09 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-10 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-11 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-12 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-13 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-14 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-15 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-16 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-17 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-18 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-19 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-20 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-21 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-22 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-23 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-24 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-25 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-26 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-27 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-02-28 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-01 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-02 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-03 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-04 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-05 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-06 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-07 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-08 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-09 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-10 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-11 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-12 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-13 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-14 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-15 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-16 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-17 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-18 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-19 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-20 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-21 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-22 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-23 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-24 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-25 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-26 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-27 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-28 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-29 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-30 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-03-31 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-04-01 00:00:00,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0,0,0,0,0,0,0,0,0,0
2021-04-02 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,-0.074047446,-0.12071246,-0.050978363,0.065021201,0.111453227,0.471978756,-0.32211601,-0.0244,0.009562116,0.030120482
2021-04-03 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-04 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-05 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-06 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-07 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-08 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-09 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-10 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-11 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-12 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-13 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-14 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-15 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-16 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-17 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-18 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-19 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-20 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-21 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-22 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-23 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-24 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-26 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-27 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-28 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-29 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-04-30 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-01 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-02 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-03 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-04 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-05 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-06 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-07 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-08 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-09 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-10 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-11 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-12 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-13 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-14 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-15 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-16 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-17 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-18 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-19 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-20 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-21 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-22 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-23 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-24 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-25 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-26 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-27 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-28 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-29 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-30 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-05-31 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-01 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-02 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-03 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-04 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-05 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-06 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-07 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
2021-06-08 00:00:00,37.4783,7.8443,9.9038,34.235,30.1774,24.8891,-18.75,2.439,1.3303,0.9918,0,0,0,0,0,0,0,0,0,0
