Date,Short Interest__FILENAME__Cleaned_KO_Daily_with_ROC,Close__FILENAME__Cleaned_KO_Daily_with_ROC,Average Daily Volume__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest Ratio__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest_roc__FILENAME__Cleaned_KO_Daily_with_ROC,Average Daily Volume_roc__FILENAME__Cleaned_KO_Daily_with_ROC,Short Interest Ratio_roc__FILENAME__Cleaned_KO_Daily_with_ROC,CONF_Value__FILENAME__CONCCONF_Daily_Filled,Daily_Change__FILENAME__CONCCONF_Daily_Filled,ANR__FILENAME__ko_anr_feature_extracted_linear_ffill,Target Price__FILENAME__ko_anr_feature_extracted_linear_ffill,ANR Classification__FILENAME__ko_anr_feature_extracted_linear_ffill,ANR Change__FILENAME__ko_anr_feature_extracted_linear_ffill,Accts Payable__FILENAME__ko_daily_accts_payable,Rate of Change (%)__FILENAME__ko_daily_accts_payable,Return on Common Equity__FILENAME__ko_daily_ratios_with_roc,Return on Assets__FILENAME__ko_daily_ratios_with_roc,Return on Invested Capital__FILENAME__ko_daily_ratios_with_roc,EBITDA Margin__FILENAME__ko_daily_ratios_with_roc,Operating Margin__FILENAME__ko_daily_ratios_with_roc,Net Income Margin__FILENAME__ko_daily_ratios_with_roc,EPS Diluted__FILENAME__ko_daily_ratios_with_roc,Dividend per Share__FILENAME__ko_daily_ratios_with_roc,Current Ratio__FILENAME__ko_daily_ratios_with_roc,Quick Ratio__FILENAME__ko_daily_ratios_with_roc,Return on Common Equity_roc__FILENAME__ko_daily_ratios_with_roc,Return on Assets_roc__FILENAME__ko_daily_ratios_with_roc,Return on Invested Capital_roc__FILENAME__ko_daily_ratios_with_roc,EBITDA Margin_roc__FILENAME__ko_daily_ratios_with_roc,Operating Margin_roc__FILENAME__ko_daily_ratios_with_roc,Net Income Margin_roc__FILENAME__ko_daily_ratios_with_roc,EPS Diluted_roc__FILENAME__ko_daily_ratios_with_roc,Dividend per Share_roc__FILENAME__ko_daily_ratios_with_roc,Current Ratio_roc__FILENAME__ko_daily_ratios_with_roc,Quick Ratio_roc__FILENAME__ko_daily_ratios_with_roc,Revenue__FILENAME__ko_daily_revenue,Rate of Change (%)__FILENAME__ko_daily_revenue,Shares Outstanding__FILENAME__ko_daily_sharesOutstanding,Rate of Change (%)__FILENAME__ko_daily_sharesOutstanding,PX_LAST__FILENAME__ko_hp,Rate_of_Change__FILENAME__ko_hp,PX_LAST__FILENAME__KO_HP_with_signals,PX_BID__FILENAME__KO_HP_with_signals,Price__FILENAME__KO_HP_with_signals,RSI__FILENAME__KO_HP_with_signals,RSI_Signal__FILENAME__KO_HP_with_signals,MACD_Line__FILENAME__KO_HP_with_signals,MACD_Signal__FILENAME__KO_HP_with_signals,MACD_Hist__FILENAME__KO_HP_with_signals,MACD_Signal_Indicator__FILENAME__KO_HP_with_signals,Bollinger_SMA__FILENAME__KO_HP_with_signals,Bollinger_Upper__FILENAME__KO_HP_with_signals,Bollinger_Lower__FILENAME__KO_HP_with_signals,Bollinger_Signal__FILENAME__KO_HP_with_signals,SMA_9__FILENAME__KO_HP_with_signals,SMA_20__FILENAME__KO_HP_with_signals,EMA_9__FILENAME__KO_HP_with_signals,EMA_20__FILENAME__KO_HP_with_signals,SMA_Cross_Signal__FILENAME__KO_HP_with_signals,EMA_Cross_Signal__FILENAME__KO_HP_with_signals,Overall_Signal__FILENAME__KO_HP_with_signals,Stock Price__FILENAME__ko_q2_q4_seasonality_cleaned,Q_1__FILENAME__ko_q2_q4_seasonality_cleaned,Q_2__FILENAME__ko_q2_q4_seasonality_cleaned,Q_3__FILENAME__ko_q2_q4_seasonality_cleaned,Q_4__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ4_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_CQ4_Seasonality_Ratio__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_CQ4_Label_Daily__FILENAME__ko_q2_q4_seasonality_cleaned,Prev_Q4_Stock_Price__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_PQ4_Seasonality_Ratio__FILENAME__ko_q2_q4_seasonality_cleaned,CQ2_PQ4_Label_Daily__FILENAME__ko_q2_q4_seasonality_cleaned,M2_Value__FILENAME__M2_HP_Daily_Filled,Daily_Change__FILENAME__M2_HP_Daily_Filled,PX_LAST__FILENAME__pbj_hp,Rate_of_Change__FILENAME__pbj_hp,PX_LAST__FILENAME__PCUSEQTR_HP,Rate_of_Change__FILENAME__PCUSEQTR_HP,PX_LAST__FILENAME__VIX_HP,Rate_of_Change__FILENAME__VIX_HP,PX_LAST__FILENAME__xlp_hp,Rate_of_Change__FILENAME__xlp_hp,Future_xd_Return,Label
2021-01-26,19948775,48.7,25857607,0.771485737,0.0,0.0,0.0,87.1,-6.24,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.29,0.0104551045510454,49.29,49.27,49.29,39.76420263977993,1,-1.0643341185987865,-0.9249831824736892,-0.1393509361250972,2,50.758500000000005,55.14752590799502,46.36947409200499,1,48.97666666666666,50.758500000000005,49.24151703111278,50.23446755021647,1,1,2,49.29,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19110.3,0.72,38.8442,0.0303501326259947,0.4,0.0526315789473683,23.02,-0.0073307460112117,66.31,0.0089774802191113,0.028809089064719018,Buy
2021-01-27,19948775,48.7,25857607,0.771485737,0.0,0.0,0.0,87.1,-6.24,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.53,-0.0154189490768917,48.53,48.53,48.53,35.66913632109117,1,-1.0655093862192402,-0.9530884232227994,-0.1124209629964407,2,50.477,54.66502855265977,46.288971447340224,1,48.79555555555556,50.477,49.09921362489023,50.07213730733871,1,1,2,48.53,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19110.3,0.72,39.03,0.0047832108783294,0.4,0.0,37.21,0.6164205039096438,65.19,-0.0168903634444277,0.033793529775396625,Buy
2021-01-28,19948775,48.7,25857607,0.771485737,0.0,0.0,0.0,87.1,-6.24,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.15,0.012775602719967,49.15,49.14,49.15,41.00659927719451,1,-1.0048289333723588,-0.9634365252527112,-0.0413924081196475,2,50.228,54.08025894085108,46.37574105914891,1,48.78666666666666,50.228,49.10937089991218,49.98431470663978,1,1,2,49.15,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19110.3,0.72,38.04,-0.0253651037663336,0.4,0.0,30.21,-0.1881214727223864,65.44,0.0038349440098175,-0.0032553407934892142,Hold
2021-01-29,22717639,48.15,17289547,1.313952239,0.138798698,-0.331355489,0.703145212,87.1,-6.24,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.15,-0.0203458799593082,48.15,48.14,48.15,35.84133378856976,1,-1.0256083058328187,-0.9758708813687328,-0.0497374244640859,2,49.9135,53.31902044094333,46.507979559056665,1,48.72555555555556,49.9135,48.91749671992975,49.80961806791218,1,1,2,48.15,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19110.3,0.72,37.46,-0.0152471083070451,0.58,0.4499999999999997,33.09,0.0953326713008937,64.09,-0.0206295843520781,0.036344755970924236,Buy
2021-02-01,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.48,0.006853582554517,48.48,48.47,48.48,38.59033084781973,1,-1.003875810685514,-0.981471867232089,-0.0224039434534251,2,49.5955,52.14399780314408,47.04700219685592,1,48.72222222222222,49.5955,48.829997375943805,49.68298777573007,1,1,2,48.48,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.4217,-0.0010224239188467,0.42,-0.2758620689655172,30.24,-0.0861287398005441,64.15,0.0009361834919645,0.03341584158415856,Buy
2021-02-02,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.96,0.0099009900990099,48.96,48.94,48.96,42.45271751564615,1,-0.9371181485537364,-0.9726011234964184,0.0354829749426821,0,49.4055,51.48387461797199,47.327125382028015,1,48.75333333333334,49.4055,48.85599790075505,49.61413179708911,1,1,0,48.96,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.4799,0.0015552473564803,0.4,-0.0476190476190475,25.56,-0.1547619047619047,64.58,0.0067030397505845,0.02083333333333326,Buy
2021-02-03,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.77,-0.0038807189542483,48.77,48.76,48.77,41.344229650941664,1,-0.8892924229683956,-0.955939383390814,0.0666469604224183,0,49.235,50.8664604371217,47.6035395628783,1,48.73333333333333,49.235,48.83879832060404,49.53373829260443,1,1,0,48.77,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.7624,0.0075373733654571,0.43,0.0749999999999999,22.91,-0.103677621283255,64.68,0.0015484670176526,0.023990157883944985,Buy
2021-02-04,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.01,0.0049210580274758,49.01,49.0,49.01,43.35619362854848,1,-0.8225424394132972,-0.9292599945953108,0.1067175551820135,0,49.1595,50.67630377247985,47.64269622752014,1,48.79111111111112,49.1595,48.87303865648324,49.483858455213536,1,1,0,49.01,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.79,0.0007308857487871,0.41,-0.0465116279069768,21.77,-0.0497599301615016,65.15,0.0072665429808287,0.03631911854723535,Buy
2021-02-05,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.6666666666666663,57.20833206176758,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.65,0.0130585594776575,49.65,49.64,49.65,48.43559875240957,1,-0.7098176096830784,-0.8853715176128643,0.1755539079297858,0,49.144,50.63243117691737,47.65556882308263,1,48.88777777777778,49.144,49.02843092518659,49.499681459478914,1,1,0,49.65,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.1714,0.0100926170944695,0.42,0.024390243902439,20.87,-0.0413412953605879,65.76,0.0093630084420568,0.040080563947633374,Buy
2021-02-08,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.92,0.0054380664652569,49.92,49.9,49.92,50.45413392417724,1,-0.5918728842855288,-0.8266717909473972,0.2347989066618684,0,49.086,50.3265499629297,47.84545003707029,1,48.95777777777778,49.086,49.20674474014928,49.5397117966714,1,1,0,49.92,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.72,0.0143720167455214,0.39,-0.0714285714285714,21.24,0.0177287973167223,66.01,0.003801703163017,0.018830128205128194,Hold
2021-02-09,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.7,-0.0044070512820512,49.7,49.68,49.7,48.77857744096113,1,-0.5102709155633889,-0.7633916158705956,0.2531207003072067,0,49.06099999999999,50.22480320275182,47.89719679724816,1,49.087777777777774,49.06099999999999,49.30539579211943,49.55497733984555,0,1,0,49.7,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.76,0.0010330578512396,0.36,-0.0769230769230769,21.63,0.0183615819209039,65.95,-0.0009089531889108,0.03501006036217302,Buy
2021-02-10,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.6,-0.0020120724346076,49.6,49.61,49.6,47.99829801229991,1,-0.4484999039940334,-0.7004132734952832,0.2519133695012497,0,49.0355,50.122329769267935,47.94867023073206,1,49.13777777777778,49.0355,49.364316633695545,49.55926521224121,1,1,0,49.6,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.74,-0.0005159958720328,0.37,0.0277777777777779,21.99,0.0166435506241331,65.88,-0.0010614101592116,0.02580645161290329,Buy
2021-02-11,22717639,48.15,17289547,1.313952239,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.3,0.0141129032258062,50.3,50.3,50.3,53.59426801241675,1,-0.3391522464511709,-0.6281610680864608,0.2890088216352898,0,49.0425,50.16116226500963,47.92383773499037,2,49.376666666666665,49.0425,49.55145330695644,49.62981138250395,1,1,1,50.3,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.72,-0.0005162622612288,0.38,0.0270270270270269,21.25,-0.0336516598453842,65.59,-0.0044019429265329,0.0011928429423460063,Hold
2021-02-12,23097701,50.69,14843708,1.556060049,0.01672982,-0.141463452,0.184259216,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.69,0.0077534791252484,50.69,50.69,50.69,56.40881038359353,1,-0.2185049108098766,-0.546229836631144,0.3277249258212673,0,49.1155,50.45452517565997,47.77647482434004,2,49.62222222222223,49.1155,49.77916264556515,49.73078172702738,1,0,1,50.69,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.7305,0.0002711776859505,0.45,0.1842105263157893,19.97,-0.0602352941176471,65.69,0.0015246226558924,0.006707437364371849,Hold
2021-02-16,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.27,-0.0082856579206943,50.27,50.26,50.27,52.70174276965087,1,-0.1549948340446505,-0.4679828361138453,0.3129880020691948,0,49.194,50.61220345953258,47.77579654046743,1,49.76777777777777,49.194,49.87733011645213,49.78213584826287,1,1,0,50.27,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.52,-0.0054349930932984,0.42,-0.0666666666666667,21.46,0.0746119178768154,65.57,-0.0018267620642411,0.01889795106425285,Hold
2021-02-17,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.13,-0.0027849612094689,50.13,50.13,50.13,51.48710858859464,1,-0.1146379951653955,-0.3973138679241554,0.2826758727587599,0,49.275,50.71361775765149,47.83638224234851,1,49.91888888888889,49.275,49.92786409316171,49.815265767475935,1,1,0,50.13,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.549,0.0007528556593976,0.39,-0.0714285714285714,21.5,0.0018639328984155,65.81,0.0036602104621017,0.022142429682824538,Buy
2021-02-18,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.77,0.0127668063036106,50.77,50.77,50.77,56.4306504857445,1,-0.0306588422524214,-0.3239828627898086,0.2933240205373872,0,49.37949999999999,50.93501954427779,47.82398045572219,1,50.114444444444445,49.37949999999999,50.09629127452937,49.90619283724013,1,1,0,50.77,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.3677,-0.0047031051389141,0.51,0.3076923076923077,22.49,0.0460465116279069,65.77,-0.0006078103631668,-0.003939334252511362,Hold
2021-02-19,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.11,-0.0129998030332874,50.11,50.12,50.11,50.69366922689117,1,-0.0171633937621749,-0.2626189689842819,0.2454555752221069,0,49.4375,51.01197902828998,47.86302097171002,1,50.16555555555556,49.4375,50.0990330196235,49.92560304321726,1,1,0,50.11,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.0855,-0.0073551450829733,0.43,-0.1568627450980392,22.05,-0.0195642507781235,64.94,-0.0126197354416907,0.013969267611255276,Hold
2021-02-22,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.63,0.0103771702255039,50.63,50.62,50.63,54.6091141945002,1,0.0350870390294701,-0.2030777673815314,0.2381648064110016,0,49.5445,51.1386006373827,47.9503993626173,1,50.24444444444445,49.5445,50.2052264156988,49.99268846767276,1,1,0,50.63,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.02,-0.0017198146276141,0.43,0.0,23.45,0.0634920634920634,65.0,0.0009239297813365,0.007307920205411822,Hold
2021-02-23,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.54,-0.0017776022121273,50.54,50.53,50.54,53.81261311225944,1,0.0684446483217371,-0.1487732842408777,0.2172179325626149,0,49.63250000000001,51.243134069322345,48.02186593067767,1,50.337777777777774,49.63250000000001,50.27218113255904,50.04481337551345,1,1,0,50.54,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.83,-0.0049973698053656,0.44,0.0232558139534884,23.11,-0.0144989339019189,65.09,0.0013846153846155,0.016818361693707873,Hold
2021-02-24,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.71,0.0033636723387415,50.71,50.7,50.71,55.14348979568719,1,0.1073607849658557,-0.097546470399531,0.2049072553653868,0,49.7035,51.3746203301658,48.0323796698342,1,50.46111111111112,49.7035,50.35974490604724,50.10816448260741,1,1,0,50.71,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,38.1062,0.0073010837959293,0.35,-0.2045454545454545,21.34,-0.0765902206836867,65.05,-0.0006145337225381,0.01597318083218302,Hold
2021-02-25,23097701,50.69,14843708,1.556060049,0.0,0.0,0.0,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.17,-0.0106487872214553,50.17,50.16,50.17,50.1957080834781,1,0.0935502278070714,-0.0593271307582105,0.152877358565282,0,49.7855,51.37302339394243,48.197976606057566,1,50.446666666666665,49.7855,50.321795924837794,50.11405357950194,1,1,0,50.17,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.4069,-0.0183513444006487,0.47,0.3428571428571429,28.89,0.3537956888472353,64.34,-0.010914681014604,0.03687462627067961,Buy
2021-02-26,21894339,48.99,12874305,1.700622985,-0.052098778,-0.132675946,0.092903186,87.1,0.0,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,48.99,-0.0235200318915687,48.99,48.98,48.99,41.44469783848527,1,-0.0124671628763834,-0.0499551371818451,0.0374879743054616,0,49.7775,51.38004895647324,48.17495104352677,1,50.257777777777775,49.7775,50.05543673987024,50.00700085764461,1,1,0,48.99,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19335.0,1.18,37.22,-0.0049964044066737,0.63,0.3404255319148936,27.95,-0.0325372101073035,63.3,-0.0161641280696301,0.0826699326393141,Buy
2021-03-01,21894339,48.99,12874305,1.700622985,0.0,0.0,0.0,95.2,9.3,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.9,0.0185752194325372,49.9,49.9,49.9,48.85057391746636,1,-0.0227945525813595,-0.044523020261748,0.0217284676803884,0,49.865,51.27264080346433,48.45735919653568,1,50.21666666666667,49.865,50.0243493918962,49.9968102997737,1,1,0,49.9,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19571.2,1.22,37.9562,0.0197796883396024,0.38,-0.3968253968253968,23.35,-0.1645796064400715,63.94,0.0101105845181674,0.07915831663326656,Buy
2021-03-02,21894339,48.99,12874305,1.700622985,0.0,0.0,0.0,95.2,9.3,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,50.1,0.0040080160320641,50.1,50.1,50.1,50.33724305617248,1,-0.0146716293863136,-0.0385527420866611,0.0238811127003475,0,49.946000000000005,51.19564668690956,48.69635331309045,1,50.21333333333334,49.946000000000005,50.03947951351696,50.00663789027144,1,1,0,50.1,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19571.2,1.22,37.8691,-0.0022947502647788,0.44,0.1578947368421053,24.1,0.032119914346895,63.83,-0.0017203628401626,0.060878243512973995,Buy
2021-03-03,21894339,48.99,12874305,1.700622985,0.0,0.0,0.0,95.2,9.3,1.64,56.47368240356445,0,0.0,3517.0,0.0,40.4754,8.9212,10.4358,32.1449,27.1513,16.9086,-27.6596,2.5,1.3177,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,0.0,4302.0,0.0,49.98,-0.0023952095808383,49.98,49.97,49.98,49.40930656524235,1,-0.0177129672889364,-0.0343847871271162,0.0166718198381797,0,49.997,51.15727401482256,48.83672598517744,1,50.12555555555556,49.997,50.02758361081357,50.00410094834083,1,1,0,49.98,1,0,0,0,44.68,53.02,0.9084993899959332,2,54.84,0.8072267389340559,0,19571.2,1.22,37.78,-0.0023528417628092,0.48,0.0909090909090908,26.67,0.1066390041493776,63.53,-0.0046999843333854,0.054621848739495826,Buy
